round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,15:19:45,0.733333,0.951632,0.288459,0.292121,0.540201,0.410865
2,15:20:29,1.0,0.081936,0.290986,0.295332,0.55419,0.427934
3,15:21:18,0.966667,0.132803,0.294222,0.302766,0.563042,0.437553
4,15:22:08,1.0,0.030354,0.295936,0.308704,0.568404,0.445789
5,15:23:06,1.0,0.01632,0.297986,0.314193,0.573438,0.452459
6,15:23:58,0.916667,0.3034,0.296462,0.309053,0.576457,0.450126
7,15:24:48,0.85,0.471989,0.290159,0.291711,0.556385,0.44603
8,15:25:38,0.833333,0.428277,0.287029,0.28484,0.546095,0.449807
9,15:26:28,0.85,0.362684,0.285886,0.277379,0.543296,0.455013
10,15:27:18,0.833333,0.369357,0.288554,0.275489,0.542096,0.456819
11,15:28:09,0.883333,0.290704,0.290031,0.277244,0.540828,0.455745
12,15:28:58,0.816667,0.434558,0.29051,0.278623,0.53784,0.456732
13,15:29:48,0.916667,0.172313,0.287966,0.275924,0.532309,0.460282
14,15:30:39,0.916667,0.171206,0.288209,0.27701,0.529432,0.462487
15,15:31:28,0.866667,0.374654,0.28828,0.275674,0.528411,0.464434
16,15:32:18,0.95,0.168555,0.28715,0.275307,0.528888,0.463423
17,15:33:09,0.916667,0.192884,0.288627,0.273924,0.533576,0.465087
18,15:33:59,0.95,0.182601,0.290971,0.275415,0.539515,0.46993
19,15:34:48,0.9,0.293083,0.288934,0.269958,0.537869,0.470677
20,15:35:38,0.933333,0.139039,0.286811,0.267901,0.539345,0.464875
