timestamp,uptime_s,channel,operation,pt_bytes,enc_bytes,overhead_bytes,elapsed_ms,fl_round
10:08:29.728,0.8,ESP32->RPi,decrypt,124,245,121,1.476,0
10:08:53.722,24.8,ESP32->RPi,decrypt,100,213,113,3.628,0
10:08:56.468,27.5,ESP32->RPi,decrypt,120,237,117,4.249,0
10:08:56.735,27.8,ESP32->RPi,decrypt,81,185,104,2.644,0
10:08:58.726,29.8,ESP32->RPi,decrypt,112,229,117,3.87,0
10:09:01.463,32.5,ESP32->RPi,decrypt,116,233,117,4.185,0
10:09:01.738,32.8,ESP32->RPi,decrypt,81,185,104,3.074,0
10:09:03.742,34.8,ESP32->RPi,decrypt,122,241,119,4.113,0
10:09:06.465,37.5,ESP32->RPi,decrypt,116,233,117,4.018,0
10:09:06.743,37.8,ESP32->RPi,decrypt,124,245,121,4.125,0
10:09:08.723,39.8,ESP32->RPi,decrypt,112,229,117,3.965,0
10:09:11.463,42.5,ESP32->RPi,decrypt,116,233,117,3.938,0
10:09:11.731,42.8,ESP32->RPi,decrypt,123,241,118,3.681,0
10:09:13.737,44.8,ESP32->RPi,decrypt,112,229,117,4.328,0
10:09:16.475,47.5,ESP32->RPi,decrypt,117,233,116,4.324,0
10:09:16.777,47.8,ESP32->RPi,decrypt,101,213,112,3.761,0
10:09:18.720,49.8,ESP32->RPi,decrypt,109,225,116,3.909,0
10:09:21.493,52.5,ESP32->RPi,decrypt,120,237,117,4.406,0
10:09:21.735,52.8,ESP32->RPi,decrypt,81,185,104,2.723,0
10:09:23.753,54.8,ESP32->RPi,decrypt,104,217,113,3.964,0
10:09:26.464,57.5,ESP32->RPi,decrypt,120,237,117,4.224,0
10:09:26.739,57.8,ESP32->RPi,decrypt,106,221,115,3.717,0
10:09:28.725,59.8,ESP32->RPi,decrypt,112,229,117,3.904,0
10:09:31.464,62.5,ESP32->RPi,decrypt,118,237,119,3.952,0
10:09:31.737,62.8,ESP32->RPi,decrypt,106,221,115,3.374,0
10:09:33.731,64.8,ESP32->RPi,decrypt,112,229,117,4.225,0
10:09:36.463,67.5,ESP32->RPi,decrypt,113,229,116,4.253,0
10:09:36.737,67.8,ESP32->RPi,decrypt,113,229,116,3.194,0
10:09:38.723,69.8,ESP32->RPi,decrypt,112,229,117,4.047,0
10:09:41.563,72.6,ESP32->RPi,decrypt,121,241,120,4.083,0
10:09:48.605,79.6,RPi->PC,encrypt,3634,4930,1296,34.819,0
10:09:48.735,79.8,PC->RPi,decrypt,3535,4798,1263,30.999,0
10:09:48.775,79.8,RPi->ESP32,encrypt,3535,4798,1263,33.033,1
10:09:48.903,79.9,ESP32->RPi,decrypt,81,185,104,1.06,1
10:09:48.905,79.9,ESP32->RPi,decrypt,110,225,115,1.317,1
