timestamp,uptime_s,channel,operation,pt_bytes,enc_bytes,overhead_bytes,elapsed_ms,fl_round
17:59:16.458,3163.9,RPi->PC,decrypt,3655,4974,1319,24.718,26
17:59:16.482,3164.0,PC->RPi,encrypt,3544,4810,1266,21.72,27
18:00:34.265,3241.7,RPi->PC,decrypt,3633,4942,1309,16.15,27
18:00:48.966,3256.4,RPi->PC,decrypt,3657,4974,1317,11.714,27
18:00:48.980,3256.5,PC->RPi,encrypt,3540,4802,1262,12.053,28
18:01:58.625,3326.1,RPi->PC,decrypt,3649,4966,1317,22.676,28
18:02:12.069,3339.5,RPi->PC,decrypt,3657,4974,1317,25.676,28
18:02:12.102,3339.6,PC->RPi,encrypt,3547,4814,1267,30.924,29
18:03:20.290,3407.8,RPi->PC,decrypt,3648,4962,1314,12.543,29
18:03:30.556,3418.0,RPi->PC,decrypt,3643,4958,1315,11.419,29
18:03:30.590,3418.1,PC->RPi,encrypt,3529,4790,1261,16.61,30
18:04:53.251,3500.7,RPi->PC,decrypt,3629,4938,1309,23.949,30
