round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,16:04:25,0.75,0.842587,0.287569,0.292234,0.538092,0.409783
2,16:05:19,0.983333,0.104869,0.291542,0.297733,0.550952,0.429048
3,16:06:18,1.0,0.033653,0.294849,0.309401,0.56033,0.442679
4,16:07:17,1.0,0.016286,0.297269,0.315451,0.566118,0.452261
5,16:08:16,1.0,0.015779,0.298594,0.319108,0.569115,0.456659
6,16:11:06,0.933333,0.18023,0.294504,0.314604,0.560646,0.454704
7,16:12:05,0.9,0.356315,0.293172,0.310296,0.558628,0.452954
8,16:13:04,0.966667,0.130994,0.292995,0.311353,0.559567,0.456262
9,16:14:03,0.933333,0.167941,0.293115,0.313585,0.558079,0.459074
10,16:15:02,0.933333,0.187718,0.291573,0.312812,0.550244,0.45812
11,16:16:01,0.933333,0.208866,0.290943,0.313582,0.548532,0.4626
12,16:17:00,0.95,0.125099,0.291381,0.313794,0.549032,0.468782
13,16:17:59,0.933333,0.223421,0.291114,0.313919,0.551636,0.468698
14,16:18:58,0.9,0.22891,0.290867,0.308619,0.554721,0.469559
15,16:19:58,0.916667,0.18418,0.291372,0.309116,0.551208,0.473293
16,16:20:57,0.9,0.183416,0.292063,0.308822,0.551891,0.47674
17,16:21:56,0.983333,0.119328,0.292266,0.31036,0.553824,0.481957
18,16:22:55,0.983333,0.03503,0.293436,0.311453,0.551835,0.487338
19,16:23:54,0.966667,0.126519,0.293886,0.313135,0.552828,0.492716
20,16:24:53,0.983333,0.038647,0.295032,0.308638,0.556409,0.493191
