round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,14:26:30,0.683333,0.66342,0.290072,0.293478,0.539425,0.407371
2,14:27:23,0.966667,0.169984,0.293929,0.297363,0.553181,0.423917
3,14:28:21,1.0,0.020821,0.297876,0.30579,0.562789,0.438175
4,14:29:20,1.0,0.023227,0.300729,0.310266,0.568909,0.447104
5,14:30:19,1.0,0.017947,0.30249,0.314322,0.573345,0.451985
6,14:34:08,0.866667,0.487446,0.292191,0.304433,0.537927,0.445835
7,14:35:06,0.766667,0.693779,0.288292,0.288521,0.534653,0.442141
8,14:36:05,0.816667,0.523881,0.287219,0.280945,0.5288,0.449232
9,14:37:03,0.883333,0.186438,0.287675,0.28131,0.523653,0.45521
10,14:38:02,0.816667,0.398581,0.289028,0.282582,0.520466,0.460405
11,14:39:00,0.883333,0.243561,0.289432,0.285038,0.516999,0.470316
12,14:39:59,0.816667,0.381494,0.290149,0.283889,0.518949,0.477419
13,14:40:58,0.9,0.363848,0.289432,0.27901,0.517669,0.484044
14,14:41:56,0.9,0.231235,0.289163,0.279216,0.518706,0.488424
15,15:29:50,0.783333,0.548629,0.286645,0.268572,0.529203,0.451611
16,15:30:44,0.666667,0.82709,0.284038,0.281142,0.523613,0.422493
17,15:31:42,0.716667,0.53876,0.284434,0.281975,0.521287,0.440494
18,15:32:40,0.833333,0.329863,0.284084,0.284565,0.518146,0.44369
19,15:33:39,0.866667,0.341574,0.283983,0.280018,0.520314,0.448389
20,15:34:39,0.9,0.255696,0.284567,0.282944,0.52044,0.451099
21,15:35:37,0.816667,0.413811,0.284617,0.277232,0.52312,0.453058
22,15:36:36,0.933333,0.178529,0.285061,0.274785,0.524516,0.454022
23,15:37:35,0.883333,0.283482,0.285745,0.276015,0.526814,0.457271
