timestamp,uptime_s,device_name,device_suffix,hostname,run_id,channel,operation,payload_bytes,elapsed_ms,fl_round
11:01:28.804,311.3,server,Asus,Asus,1,RPi->PC,deserialize,3644,0.0,0
11:01:32.872,315.4,server,Asus,Asus,1,RPi->PC,deserialize,3632,0.0,0
11:01:32.873,315.4,server,Asus,Asus,1,PC->RPi,serialize,3538,0.184,1
11:02:12.860,355.4,server,Asus,Asus,1,RPi->PC,deserialize,3642,0.0,1
11:02:15.565,358.1,server,Asus,Asus,1,RPi->PC,deserialize,3630,0.0,1
11:02:15.568,358.1,server,Asus,Asus,1,PC->RPi,serialize,3536,0.156,2
11:03:02.991,405.5,server,Asus,Asus,1,RPi->PC,deserialize,3618,0.0,2
11:03:05.442,408.0,server,Asus,Asus,1,RPi->PC,deserialize,3637,0.0,2
11:03:05.444,408.0,server,Asus,Asus,1,PC->RPi,serialize,3541,0.224,3
11:03:53.152,455.7,server,Asus,Asus,1,RPi->PC,deserialize,3610,0.0,3
11:03:55.706,458.2,server,Asus,Asus,1,RPi->PC,deserialize,3655,0.0,3
11:03:55.708,458.2,server,Asus,Asus,1,PC->RPi,serialize,3536,0.284,4
11:04:45.429,507.9,server,Asus,Asus,1,RPi->PC,deserialize,3617,0.0,4
11:04:47.041,509.6,server,Asus,Asus,1,RPi->PC,deserialize,3619,0.0,4
11:04:47.044,509.6,server,Asus,Asus,1,PC->RPi,serialize,3528,0.194,5
11:05:40.845,563.4,server,Asus,Asus,1,RPi->PC,deserialize,3646,0.0,5
11:05:45.077,567.6,server,Asus,Asus,1,RPi->PC,deserialize,3636,0.0,5
11:05:45.079,567.6,server,Asus,Asus,1,PC->RPi,serialize,3532,0.219,6
11:06:30.740,613.3,server,Asus,Asus,1,RPi->PC,deserialize,3649,0.0,6
11:06:35.244,617.8,server,Asus,Asus,1,RPi->PC,deserialize,3640,0.0,6
11:06:35.247,617.8,server,Asus,Asus,1,PC->RPi,serialize,3526,0.231,7
11:07:21.050,663.6,server,Asus,Asus,1,RPi->PC,deserialize,3635,0.0,7
11:07:25.607,668.1,server,Asus,Asus,1,RPi->PC,deserialize,3640,0.0,7
11:07:25.609,668.1,server,Asus,Asus,1,PC->RPi,serialize,3536,0.271,8
11:08:10.805,713.3,server,Asus,Asus,1,RPi->PC,deserialize,3638,0.0,8
11:08:15.022,717.5,server,Asus,Asus,1,RPi->PC,deserialize,3641,0.0,8
11:08:15.023,717.5,server,Asus,Asus,1,PC->RPi,serialize,3530,0.2,9
11:09:00.797,763.3,server,Asus,Asus,1,RPi->PC,deserialize,3638,0.0,9
11:09:05.125,767.6,server,Asus,Asus,1,RPi->PC,deserialize,3635,0.0,9
11:09:05.128,767.6,server,Asus,Asus,1,PC->RPi,serialize,3531,0.207,10
11:09:50.655,813.2,server,Asus,Asus,1,RPi->PC,deserialize,3636,0.0,10
11:09:55.202,817.7,server,Asus,Asus,1,RPi->PC,deserialize,3630,0.0,10
11:09:55.205,817.7,server,Asus,Asus,1,PC->RPi,serialize,3532,0.147,11
11:10:40.713,863.2,server,Asus,Asus,1,RPi->PC,deserialize,3647,0.0,11
11:10:45.048,867.6,server,Asus,Asus,1,RPi->PC,deserialize,3631,0.0,11
11:10:45.050,867.6,server,Asus,Asus,1,PC->RPi,serialize,3517,0.242,12
11:11:30.851,913.4,server,Asus,Asus,1,RPi->PC,deserialize,3624,0.0,12
11:11:35.215,917.7,server,Asus,Asus,1,RPi->PC,deserialize,3632,0.0,12
11:11:35.217,917.7,server,Asus,Asus,1,PC->RPi,serialize,3517,0.13,13
11:12:20.823,963.3,server,Asus,Asus,1,RPi->PC,deserialize,3637,0.0,13
11:12:25.119,967.6,server,Asus,Asus,1,RPi->PC,deserialize,3637,0.0,13
11:12:25.121,967.6,server,Asus,Asus,1,PC->RPi,serialize,3528,0.178,14
11:13:10.797,1013.3,server,Asus,Asus,1,RPi->PC,deserialize,3641,0.0,14
11:13:15.054,1017.6,server,Asus,Asus,1,RPi->PC,deserialize,3624,0.0,14
11:13:15.056,1017.6,server,Asus,Asus,1,PC->RPi,serialize,3533,0.202,15
11:14:00.802,1063.3,server,Asus,Asus,1,RPi->PC,deserialize,3635,0.0,15
11:14:05.330,1067.8,server,Asus,Asus,1,RPi->PC,deserialize,3640,0.0,15
11:14:05.332,1067.8,server,Asus,Asus,1,PC->RPi,serialize,3539,0.228,16
11:14:50.642,1113.2,server,Asus,Asus,1,RPi->PC,deserialize,3632,0.0,16
11:14:55.086,1117.6,server,Asus,Asus,1,RPi->PC,deserialize,3634,0.0,16
