timestamp,device_name,device_suffix,hostname,run_id,stage,fl_round,num_samples,accuracy,loss,fog_role,buffer_target,peer_count
2026-04-27 21:46:08,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,0,30,1.0,0.781461775302887,leader,30,
2026-04-27 21:46:08,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,0,60,1.0,0.7167302370071411,leader,,2
2026-04-27 21:46:51,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,1,30,1.0,0.3802262544631958,leader,30,
2026-04-27 21:46:51,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,1,60,1.0,0.3458787649869919,leader,,2
2026-04-27 21:47:41,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,2,30,1.0,0.06956552714109421,leader,30,
2026-04-27 21:47:41,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,2,60,1.0,0.05620439909398556,leader,,2
2026-04-27 21:51:38,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,3,30,0.8999999761581421,0.3318021893501282,leader,30,
2026-04-27 21:51:41,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,3,60,0.8499999940395355,0.49073731899261475,leader,,2
2026-04-27 21:52:28,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,4,30,0.7333333492279053,0.707442581653595,leader,30,
2026-04-27 21:52:31,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,4,60,0.7833333313465118,0.5977269411087036,leader,,2
2026-04-27 21:53:18,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,5,30,0.8666666746139526,0.4229087233543396,leader,30,
2026-04-27 21:53:21,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,5,60,0.9000000059604645,0.35281334817409515,leader,,2
2026-04-27 21:54:08,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,6,30,0.8999999761581421,0.3580288887023926,leader,30,
2026-04-27 21:54:11,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,6,60,0.9166666567325592,0.30212385207414627,leader,,2
2026-04-27 21:54:58,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,7,30,0.8666666746139526,0.4017738103866577,leader,30,
2026-04-27 21:55:01,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,7,60,0.8833333253860474,0.3508666604757309,leader,,2
2026-04-27 21:55:48,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,8,30,0.8666666746139526,0.38195228576660156,leader,30,
2026-04-27 21:55:51,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,8,60,0.8833333253860474,0.3329732269048691,leader,,2
2026-04-27 21:56:38,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,9,30,0.8999999761581421,0.33205851912498474,leader,30,
2026-04-27 21:56:41,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,9,60,0.8833333253860474,0.34115228056907654,leader,,2
2026-04-27 21:57:28,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,10,30,0.7333333492279053,0.4645179212093353,leader,30,
2026-04-27 21:57:31,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,10,60,0.75,0.4180254191160202,leader,,2
2026-04-27 21:58:18,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,11,30,0.8999999761581421,0.2569422423839569,leader,30,
2026-04-27 21:58:21,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,fog_fedavg,11,60,0.8999999761581421,0.22811217606067657,leader,,2
2026-04-27 21:59:08,gateway,gateway_fog_leader,raspberrypi,CNN_no_ascon_3,local_train,12,30,0.8666666746139526,0.2781948447227478,leader,30,
