round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,13:11:22,0.75,0.864637,0.285884,0.290759,0.540281,0.410789
2,13:12:06,0.95,0.179307,0.290475,0.295107,0.555971,0.426914
3,13:12:56,1.0,0.049309,0.294769,0.30408,0.566427,0.438806
4,13:13:47,0.983333,0.04618,0.29763,0.30959,0.573693,0.447503
5,13:14:43,0.983333,0.037669,0.29947,0.313217,0.578148,0.452793
6,13:15:33,0.933333,0.156889,0.295697,0.309219,0.571297,0.450521
7,13:16:23,0.966667,0.128763,0.295117,0.309677,0.571741,0.451244
8,13:17:13,0.916667,0.205543,0.29536,0.307393,0.572742,0.455506
9,13:18:04,0.9,0.210123,0.295461,0.304204,0.573027,0.457324
10,13:18:53,0.95,0.135291,0.295781,0.303503,0.572847,0.463479
11,13:19:43,0.95,0.118962,0.296238,0.305152,0.573115,0.469243
12,13:20:34,0.933333,0.171522,0.297187,0.305702,0.572228,0.473013
13,13:21:23,0.916667,0.174665,0.298047,0.305371,0.576824,0.47863
14,13:22:14,0.916667,0.175611,0.298135,0.306687,0.583338,0.480305
15,13:23:03,0.95,0.103702,0.299237,0.308151,0.582754,0.4823
16,13:23:54,0.966667,0.075962,0.300582,0.308223,0.582566,0.483782
17,13:24:44,0.983333,0.04031,0.301121,0.312857,0.586468,0.487088
18,13:25:33,0.95,0.131373,0.302148,0.314757,0.588802,0.491346
19,13:26:23,0.966667,0.085369,0.302409,0.313247,0.588255,0.49423
