timestamp,device_name,device_suffix,hostname,run_id,stage,fl_round,num_samples,accuracy,loss,fog_role,buffer_target,peer_count
2026-04-24 16:27:42,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,0,30,0.7333333492279053,0.7314664125442505,leader,30,
2026-04-24 16:27:43,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,0,60,0.75,0.7358367443084717,leader,,2
2026-04-24 16:28:26,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,1,30,1.0,0.11269806325435638,leader,30,
2026-04-24 16:28:26,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,1,60,0.9833333194255829,0.10887989774346352,leader,,2
2026-04-24 16:29:15,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,2,30,1.0,0.029655588790774345,leader,30,
2026-04-24 16:29:16,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,2,60,0.9833333194255829,0.060714791528880596,leader,,2
2026-04-24 16:30:06,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,3,30,1.0,0.01334371604025364,leader,30,
2026-04-24 16:30:06,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,3,60,1.0,0.016885755583643913,leader,,2
2026-04-24 16:30:55,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,4,30,1.0,0.03738890960812569,leader,30,
2026-04-24 16:30:57,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,4,60,1.0,0.02326388144865632,leader,,2
2026-04-24 16:33:27,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,5,30,0.800000011920929,0.4576556980609894,leader,30,
2026-04-24 16:33:29,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,5,60,0.9000000059604645,0.23208346962928772,leader,,2
2026-04-24 16:34:17,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,local_train,6,30,0.8999999761581421,0.27966946363449097,leader,30,
2026-04-24 16:34:20,gateway,gateway_A,raspberrypi,RN_FOG_no_ascon_3,fog_fedavg,6,60,0.949999988079071,0.15070955082774162,leader,,2
