timestamp,device_name,device_suffix,hostname,run_id,stage,fl_round,num_samples,accuracy,loss,fog_role,buffer_target
2026-04-24 16:27:43,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,0,30,0.7666666507720947,0.7402070760726929,peer,30
2026-04-24 16:28:26,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,1,30,0.9666666388511658,0.10506173223257065,peer,30
2026-04-24 16:29:16,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,2,30,0.9666666388511658,0.09177399426698685,peer,30
2026-04-24 16:30:06,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,3,30,1.0,0.020427795127034187,peer,30
2026-04-24 16:30:57,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,4,30,1.0,0.009138853289186954,peer,30
2026-04-24 16:33:29,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,5,30,1.0,0.00651124119758606,peer,30
2026-04-24 16:34:20,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,6,30,1.0,0.02174963802099228,peer,30
2026-04-24 16:35:10,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,7,30,1.0,0.01902383379638195,peer,30
2026-04-24 16:36:00,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,8,30,1.0,0.011045515537261963,peer,30
2026-04-24 16:36:50,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,9,30,1.0,0.010359358973801136,peer,30
2026-04-24 16:37:40,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,10,30,1.0,0.005610449239611626,peer,30
2026-04-24 16:38:30,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,11,30,1.0,0.010234834626317024,peer,30
2026-04-24 16:39:20,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,12,30,0.9666666388511658,0.03662901371717453,peer,30
2026-04-24 16:40:10,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,13,30,1.0,0.0058191618882119656,peer,30
2026-04-24 16:41:00,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,14,30,1.0,0.0032318043522536755,peer,30
2026-04-24 16:41:50,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,15,30,1.0,0.005268762353807688,peer,30
2026-04-24 16:42:40,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,16,30,1.0,0.006251705810427666,peer,30
2026-04-24 16:43:30,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,17,30,1.0,0.008330625481903553,peer,30
2026-04-24 16:44:19,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,18,30,1.0,0.007562390994280577,peer,30
2026-04-24 16:45:10,gateway,gateway_B,gatewayB,RN_FOG_no_ascon_3,local_train,19,30,1.0,0.014612584374845028,peer,30
