timestamp,uptime_s,channel,operation,pt_bytes,enc_bytes,overhead_bytes,elapsed_ms,fl_round
10:35:30.577,1642.7,RPi->PC,decrypt,3641,4954,1313,10.319,26
10:35:30.591,1642.7,PC->RPi,encrypt,3528,4786,1258,11.244,27
10:36:28.643,1700.8,RPi->PC,decrypt,3630,4938,1308,10.383,27
10:36:29.307,1701.4,RPi->PC,decrypt,3657,4974,1317,11.875,27
10:36:29.320,1701.4,PC->RPi,encrypt,3538,4802,1264,11.909,28
10:37:28.055,1760.2,RPi->PC,decrypt,3638,4950,1312,10.46,28
10:37:28.524,1760.6,RPi->PC,decrypt,3632,4942,1310,11.228,28
10:37:28.538,1760.7,PC->RPi,encrypt,3541,4806,1265,11.871,29
10:38:27.045,1819.2,RPi->PC,decrypt,3635,4946,1311,13.338,29
10:38:27.654,1819.8,RPi->PC,decrypt,3642,4954,1312,11.141,29
10:38:27.668,1819.8,PC->RPi,encrypt,3542,4806,1264,12.715,30
