round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,16:21:22,0.6,1.134432,0.290767,0.298852,0.52534,0.376757
2,16:22:06,0.633333,0.868417,0.286595,0.296165,0.526291,0.373971
3,16:22:56,0.766667,0.624042,0.285005,0.292442,0.512045,0.376758
4,16:23:46,0.866667,0.268145,0.286086,0.29609,0.506629,0.381412
5,16:24:36,0.766667,0.48617,0.286916,0.299652,0.504912,0.387684
6,16:25:26,0.916667,0.29396,0.286688,0.304439,0.505675,0.392237
7,16:26:16,0.916667,0.204322,0.285704,0.301308,0.505578,0.39871
8,16:27:06,0.916667,0.226785,0.28457,0.300785,0.505125,0.400457
9,16:27:56,0.916667,0.28295,0.284812,0.296766,0.501442,0.402611
10,16:28:46,0.9,0.215595,0.283213,0.304424,0.500648,0.403329
11,16:29:36,0.9,0.264573,0.283359,0.310855,0.502755,0.402174
12,16:30:26,0.933333,0.247936,0.281584,0.302116,0.501562,0.406378
13,16:31:16,0.916667,0.305767,0.280595,0.301795,0.498969,0.41166
14,16:32:06,0.9,0.32321,0.281386,0.306499,0.500748,0.414651
15,16:32:56,0.85,0.437651,0.283204,0.305206,0.504253,0.415086
16,16:33:46,0.883333,0.294853,0.283534,0.301108,0.507193,0.416808
17,16:34:36,0.983333,0.10292,0.281531,0.303784,0.501595,0.421262
18,16:35:26,0.95,0.115563,0.280468,0.309989,0.49914,0.421968
19,16:36:16,0.95,0.130069,0.28038,0.314265,0.500018,0.423328
20,16:37:07,0.933333,0.176987,0.28113,0.31298,0.506988,0.421883
