attempt_id,global_round,accuracy_gateway_A,accuracy_gateway_B,loss_gateway_A,loss_gateway_B,timestamp_dt_gateway_A,timestamp_dt_gateway_B,accuracy_skew_abs,loss_skew_abs,gateway_train_skew_sec,global_accuracy,global_loss
16,1,0.7333333492279053,0.800000011920929,0.8140271306037903,0.7540940642356873,2026-04-19 10:25:58,2026-04-19 10:25:57,0.06666666269302368,0.05993306636810303,1.0,0.766667,0.784061
16,2,1.0,0.9666666388511658,0.0644791796803474,0.1274761259555816,2026-04-19 10:26:43,2026-04-19 10:26:41,0.03333336114883423,0.06299694627523421,2.0,0.983333,0.095978
16,3,1.0,1.0,0.0511341951787471,0.0453496351838111,2026-04-19 10:27:33,2026-04-19 10:27:31,0.0,0.005784559994936003,2.0,1.0,0.048242
16,4,1.0,1.0,0.0318776816129684,0.0302475877106189,2026-04-19 10:28:23,2026-04-19 10:28:21,0.0,0.0016300939023495033,2.0,1.0,0.031063
16,5,1.0,1.0,0.0248885508626699,0.0155241163447499,2026-04-19 10:29:12,2026-04-19 10:29:11,0.0,0.00936443451792,1.0,1.0,0.020206
16,6,0.6666666865348816,1.0,1.2271682024002075,0.0147034786641597,2026-04-19 10:34:05,2026-04-19 10:34:10,0.3333333134651184,1.2124647237360477,5.0,0.833333,0.620936
16,7,0.8333333134651184,0.9666666388511658,0.4497591555118561,0.0758994296193122,2026-04-19 10:34:55,2026-04-19 10:35:00,0.13333332538604736,0.3738597258925439,5.0,0.9,0.262829
16,8,0.5,1.0,1.443485975265503,0.0240906905382871,2026-04-19 10:35:45,2026-04-19 10:35:50,0.5,1.4193952847272158,5.0,0.75,0.733788
16,9,0.699999988079071,1.0,0.7392966747283936,0.0206591784954071,2026-04-19 10:36:35,2026-04-19 10:36:40,0.30000001192092896,0.7186374962329865,5.0,0.85,0.379978
16,10,0.7333333492279053,1.0,0.3893095552921295,0.0192521512508392,2026-04-19 10:37:25,2026-04-19 10:37:30,0.2666666507720947,0.37005740404129034,5.0,0.866667,0.204281
