trace_id,attempt_id,global_round,global_timestamp,global_accuracy,global_loss,w3_mag,w4_normal,w4_brute,w4_scan,gateway_A_local_accuracy,gateway_A_local_loss,gateway_A_local_num_samples,gateway_A_local_timestamp,gateway_A_gateway_events,gateway_A_gateway_deserialize_avg_ms,gateway_A_gateway_deserialize_p95_ms,gateway_A_gateway_avg_payload_bytes,gateway_A_gateway_samples_seen,gateway_B_local_accuracy,gateway_B_local_loss,gateway_B_local_num_samples,gateway_B_local_timestamp,gateway_B_gateway_events,gateway_B_gateway_deserialize_avg_ms,gateway_B_gateway_deserialize_p95_ms,gateway_B_gateway_avg_payload_bytes,gateway_B_gateway_samples_seen,server_rpi_pc_events,server_rpi_pc_avg_ms,server_rpi_pc_p95_ms,server_rpi_pc_avg_payload_bytes,server_pc_rpi_events,server_pc_rpi_avg_ms,server_pc_rpi_p95_ms,server_pc_rpi_avg_payload_bytes
attempt:16:round:11,16,11,2026-04-19 10:38:20,0.966667,0.097234,0.296689,0.290899,0.573165,0.453295,0.9333333373069764,0.1748105436563491,30,2026-04-19 10:38:15,33.0,0.14648484848484847,0.38779999999999987,431.06060606060606,30.0,1.0,0.0196576099842786,30,2026-04-19 10:38:20,33.0,0.1662121212121212,0.3357999999999999,430.90909090909093,30.0,2.0,0.0,0.0,3644.0,1.0,0.194,0.194,3545.0
attempt:16:round:12,16,12,2026-04-19 10:39:10,0.883333,0.192207,0.298856,0.293894,0.576798,0.456547,0.7666666507720947,0.3708833754062652,30,2026-04-19 10:39:05,33.0,0.18093939393939396,0.5209999999999997,427.1212121212121,30.0,1.0,0.0135298483073711,30,2026-04-19 10:39:10,33.0,0.15890909090909092,0.2965999999999997,431.75757575757575,30.0,2.0,0.0,0.0,3641.0,1.0,0.179,0.179,3537.0
attempt:16:round:13,16,13,2026-04-19 10:40:00,0.85,0.275077,0.298229,0.29303,0.579614,0.455841,0.699999988079071,0.5434021353721619,30,2026-04-19 10:39:55,33.0,0.15181818181818185,0.3187999999999997,424.3939393939394,30.0,1.0,0.0067520244047045,30,2026-04-19 10:40:00,33.0,0.1514848484848485,0.2989999999999999,429.7878787878788,30.0,2.0,0.0,0.0,3635.0,1.0,0.193,0.193,3542.0
attempt:16:round:14,16,14,2026-04-19 10:40:50,0.883333,0.28154,0.298664,0.293943,0.581967,0.461149,0.7666666507720947,0.547869861125946,30,2026-04-19 10:40:45,33.0,0.15715151515151515,0.4401999999999998,428.0,30.0,1.0,0.015210916288197,30,2026-04-19 10:40:50,33.0,0.16703030303030303,0.2777999999999998,431.1212121212121,30.0,2.0,0.0,0.0,3641.5,1.0,0.174,0.174,3525.0
attempt:16:round:15,16,15,2026-04-19 10:41:40,0.833333,0.285894,0.299344,0.293101,0.582428,0.465037,0.6666666865348816,0.5584983229637146,30,2026-04-19 10:41:35,33.0,0.16893939393939394,0.4094,424.27272727272725,30.0,1.0,0.0132901342585682,30,2026-04-19 10:41:40,33.0,0.15672727272727272,0.2845999999999998,430.75757575757575,30.0,2.0,0.0,0.0,3642.5,1.0,0.182,0.182,3551.0
attempt:16:round:16,16,16,2026-04-19 10:42:30,0.95,0.110643,0.301561,0.294291,0.583836,0.470031,0.8999999761581421,0.2139758616685867,30,2026-04-19 10:42:25,33.0,0.15772727272727272,0.3451999999999996,424.6363636363636,30.0,1.0,0.0073101916350424,30,2026-04-19 10:42:30,33.0,0.15833333333333335,0.3201999999999999,431.0,30.0,2.0,0.0,0.0,3628.0,1.0,0.219,0.219,3531.0
attempt:16:round:17,16,17,2026-04-19 10:43:20,0.933333,0.167332,0.300485,0.292606,0.583012,0.463189,0.8666666746139526,0.3305763900279999,30,2026-04-19 10:43:15,33.0,0.15103030303030304,0.42179999999999984,419.6060606060606,30.0,1.0,0.0040885680355131,30,2026-04-19 10:43:20,33.0,0.1580909090909091,0.27859999999999985,430.5151515151515,30.0,2.0,0.0,0.0,3642.0,1.0,0.161,0.161,3538.0
attempt:16:round:18,16,18,2026-04-19 10:44:10,0.983333,0.141058,0.302085,0.294584,0.584392,0.466904,0.9666666388511658,0.2738121449947357,30,2026-04-19 10:44:05,33.0,0.1553939393939394,0.3009999999999997,425.24242424242425,30.0,1.0,0.0083036283031106,30,2026-04-19 10:44:10,33.0,0.16354545454545452,0.2945999999999998,429.3636363636364,30.0,2.0,0.0,0.0,3633.0,1.0,0.292,0.292,3527.0
attempt:16:round:19,16,19,2026-04-19 10:45:00,1.0,0.03993,0.304154,0.298982,0.58676,0.474241,1.0,0.0666435584425926,30,2026-04-19 10:44:55,33.0,0.13627272727272727,0.3799999999999999,424.93939393939394,30.0,1.0,0.0132173430174589,30,2026-04-19 10:45:00,33.0,0.16342424242424242,0.31319999999999987,430.1818181818182,30.0,2.0,0.0,0.0,3635.5,1.0,0.241,0.241,3537.0
attempt:16:round:20,16,20,2026-04-19 10:45:50,0.933333,0.155369,0.303437,0.306238,0.586917,0.480253,0.8999999761581421,0.2678395211696625,30,2026-04-19 10:45:45,29.0,0.15531034482758618,0.37079999999999935,351.8965517241379,27.0,0.9666666388511658,0.0428990274667739,30,2026-04-19 10:45:50,32.0,0.15175,0.2917499999999999,333.0,30.0,2.0,0.0,0.0,3647.5,1.0,0.192,0.192,3536.0
attempt:17:round:1,17,1,2026-04-19 11:01:32,0.766667,0.75793,0.289021,0.292063,0.541493,0.408308,0.7666666507720947,0.488904058933258,30,2026-04-19 11:01:28,38.0,0.14428947368421055,0.2942999999999995,299.8421052631579,36.0,0.7666666507720947,1.026955485343933,30,2026-04-19 11:01:32,32.0,0.14500000000000002,0.22664999999999996,333.5625,30.0,2.0,0.0,0.0,3638.0,1.0,0.184,0.184,3538.0
attempt:17:round:2,17,2,2026-04-19 11:02:15,0.916667,0.216451,0.293653,0.297098,0.557252,0.425032,0.8999999761581421,0.2806576788425445,30,2026-04-19 11:02:12,28.0,0.1733214285714286,0.34009999999999974,487.2142857142857,25.0,0.9333333373069764,0.1522442549467086,30,2026-04-19 11:02:15,33.0,0.14130303030303032,0.3433999999999999,430.8484848484849,30.0,2.0,0.0,0.0,3636.0,1.0,0.156,0.156,3536.0
attempt:17:round:3,17,3,2026-04-19 11:03:05,1.0,0.034624,0.297053,0.308189,0.566097,0.441603,1.0,0.0324004925787448,30,2026-04-19 11:03:03,33.0,0.16051515151515153,0.28799999999999976,430.3030303030303,30.0,1.0,0.0368482694029808,30,2026-04-19 11:03:05,33.0,0.16248484848484848,0.2993999999999998,430.57575757575756,30.0,2.0,0.0,0.0,3627.5,1.0,0.224,0.224,3541.0
attempt:17:round:4,17,4,2026-04-19 11:03:55,0.983333,0.049312,0.299833,0.31302,0.571743,0.450171,1.0,0.027724614366889,30,2026-04-19 11:03:53,33.0,0.15327272727272725,0.28739999999999977,429.6363636363636,30.0,0.9666666388511658,0.0708993226289749,30,2026-04-19 11:03:55,33.0,0.1504848484848485,0.31519999999999987,430.54545454545456,30.0,2.0,0.0,0.0,3632.5,1.0,0.284,0.284,3536.0
