trace_id,attempt_id,global_round,global_timestamp,global_accuracy,global_loss,w3_mag,w4_normal,w4_brute,w4_scan,gateway_A_local_accuracy,gateway_A_local_loss,gateway_A_local_num_samples,gateway_A_local_timestamp,gateway_A_gateway_events,gateway_A_gateway_deserialize_avg_ms,gateway_A_gateway_deserialize_p95_ms,gateway_A_gateway_avg_payload_bytes,gateway_A_gateway_samples_seen,gateway_B_local_accuracy,gateway_B_local_loss,gateway_B_local_num_samples,gateway_B_local_timestamp,gateway_B_gateway_events,gateway_B_gateway_deserialize_avg_ms,gateway_B_gateway_deserialize_p95_ms,gateway_B_gateway_avg_payload_bytes,gateway_B_gateway_samples_seen,server_rpi_pc_events,server_rpi_pc_avg_ms,server_rpi_pc_p95_ms,server_rpi_pc_avg_payload_bytes,server_pc_rpi_events,server_pc_rpi_avg_ms,server_pc_rpi_p95_ms,server_pc_rpi_avg_payload_bytes
attempt:17:round:5,17,5,2026-04-19 11:04:47,1.0,0.017993,0.30161,0.318605,0.5759,0.455632,1.0,0.0123114855960011,30,2026-04-19 11:04:47,32.0,0.1385625,0.35879999999999995,439.59375,29.0,1.0,0.023674564436078,30,2026-04-19 11:04:45,34.0,0.16029411764705884,0.2809999999999997,421.55882352941177,31.0,2.0,0.0,0.0,3618.0,1.0,0.194,0.194,3528.0
attempt:17:round:6,17,6,2026-04-19 11:05:45,0.916667,0.267355,0.300705,0.316133,0.562138,0.457309,0.8999999761581421,0.3980083465576172,30,2026-04-19 11:05:40,36.0,0.1588888888888889,0.4545,402.3333333333333,33.0,0.9333333373069764,0.136700764298439,30,2026-04-19 11:05:45,32.0,0.16109375,0.32439999999999997,440.28125,29.0,2.0,0.0,0.0,3641.0,1.0,0.219,0.219,3532.0
attempt:17:round:7,17,7,2026-04-19 11:06:35,0.85,0.30032,0.295175,0.308529,0.534002,0.449747,0.8333333134651184,0.322422057390213,30,2026-04-19 11:06:30,33.0,0.17218181818181819,0.4995999999999999,429.6363636363636,30.0,0.8666666746139526,0.2782178819179535,30,2026-04-19 11:06:35,33.0,0.15127272727272728,0.2971999999999998,428.8787878787879,30.0,2.0,0.0,0.0,3644.5,1.0,0.231,0.231,3526.0
attempt:17:round:8,17,8,2026-04-19 11:07:25,0.916667,0.218731,0.294836,0.306865,0.526026,0.448929,0.9666666388511658,0.0965233668684959,30,2026-04-19 11:07:20,33.0,0.16775757575757577,0.5649999999999997,429.1212121212121,30.0,0.8666666746139526,0.340939462184906,30,2026-04-19 11:07:25,33.0,0.1593333333333333,0.3071999999999998,428.3636363636364,30.0,2.0,0.0,0.0,3637.5,1.0,0.271,0.271,3536.0
attempt:17:round:9,17,9,2026-04-19 11:08:15,0.866667,0.332709,0.294721,0.309135,0.52307,0.45122,0.9333333373069764,0.2627422511577606,30,2026-04-19 11:08:10,33.0,0.16284848484848485,0.49819999999999975,429.1818181818182,30.0,0.800000011920929,0.4026766717433929,30,2026-04-19 11:08:15,33.0,0.16209090909090906,0.3105999999999998,428.030303030303,30.0,2.0,0.0,0.0,3639.5,1.0,0.2,0.2,3530.0
attempt:17:round:10,17,10,2026-04-19 11:09:05,0.883333,0.391117,0.294705,0.303266,0.522385,0.454961,0.8333333134651184,0.4033364653587341,30,2026-04-19 11:09:00,33.0,0.17578787878787877,0.4875999999999998,427.1515151515151,30.0,0.9333333373069764,0.3788968324661255,30,2026-04-19 11:09:05,33.0,0.167,0.34579999999999983,428.3030303030303,30.0,2.0,0.0,0.0,3636.5,1.0,0.207,0.207,3531.0
attempt:17:round:11,17,11,2026-04-19 11:09:55,0.833333,0.334581,0.294652,0.299231,0.517261,0.459821,0.8333333134651184,0.3697628676891327,30,2026-04-19 11:09:50,33.0,0.17003030303030306,0.4873999999999997,427.8787878787879,30.0,0.8333333134651184,0.2993984520435333,30,2026-04-19 11:09:55,33.0,0.14984848484848484,0.2789999999999998,428.1515151515151,30.0,2.0,0.0,0.0,3633.0,1.0,0.147,0.147,3532.0
attempt:17:round:12,17,12,2026-04-19 11:10:45,0.916667,0.177451,0.296102,0.30039,0.519273,0.463742,0.9666666388511658,0.0886437967419624,30,2026-04-19 11:10:40,33.0,0.16403030303030303,0.5071999999999999,428.6060606060606,30.0,0.8666666746139526,0.266258031129837,30,2026-04-19 11:10:45,33.0,0.1460909090909091,0.33299999999999985,426.1818181818182,30.0,2.0,0.0,0.0,3639.0,1.0,0.242,0.242,3517.0
attempt:17:round:13,17,13,2026-04-19 11:11:35,0.933333,0.14689,0.297157,0.301446,0.521595,0.468885,1.0,0.0852497816085815,30,2026-04-19 11:11:30,33.0,0.16048484848484845,0.4783999999999998,428.3939393939394,30.0,0.8666666746139526,0.2085298597812652,30,2026-04-19 11:11:35,33.0,0.1697878787878788,0.29519999999999985,428.3636363636364,30.0,2.0,0.0,0.0,3628.0,1.0,0.13,0.13,3517.0
attempt:17:round:14,17,14,2026-04-19 11:12:25,0.833333,0.374572,0.297633,0.298329,0.521363,0.473221,0.7333333492279053,0.5030373334884644,30,2026-04-19 11:12:20,33.0,0.15878787878787878,0.5191999999999997,428.7878787878788,30.0,0.9333333373069764,0.2461064755916595,30,2026-04-19 11:12:25,33.0,0.14809090909090908,0.3089999999999997,427.1212121212121,30.0,2.0,0.0,0.0,3637.0,1.0,0.178,0.178,3528.0
attempt:17:round:15,17,15,2026-04-19 11:13:15,0.9,0.259023,0.296821,0.298555,0.519489,0.474167,0.8666666746139526,0.3822803199291229,30,2026-04-19 11:13:10,33.0,0.17736363636363636,0.47319999999999973,431.06060606060606,30.0,0.9333333373069764,0.1357648521661758,30,2026-04-19 11:13:15,33.0,0.1644848484848485,0.3157999999999998,428.3333333333333,30.0,2.0,0.0,0.0,3632.5,1.0,0.202,0.202,3533.0
attempt:17:round:16,17,16,2026-04-19 11:14:05,0.883333,0.280932,0.296813,0.302727,0.521902,0.478052,0.8333333134651184,0.4419727325439453,30,2026-04-19 11:14:00,33.0,0.15566666666666668,0.47039999999999976,429.030303030303,30.0,0.9333333373069764,0.1198922023177146,30,2026-04-19 11:14:05,33.0,0.16,0.31659999999999977,428.93939393939394,30.0,2.0,0.0,0.0,3637.5,1.0,0.228,0.228,3539.0
attempt:17:round:17,17,17,2026-04-19 11:14:55,0.883333,0.300799,0.29744,0.300866,0.523293,0.480639,0.8333333134651184,0.4764190912246704,30,2026-04-19 11:14:50,33.0,0.172030303030303,0.5145999999999997,427.3939393939394,30.0,0.9333333373069764,0.1251785904169082,30,2026-04-19 11:14:55,33.0,0.1537878787878788,0.2909999999999998,429.3939393939394,30.0,2.0,0.0,0.0,3633.0,1.0,0.194,0.194,3530.0
attempt:17:round:18,17,18,2026-04-19 11:15:45,0.85,0.346945,0.29591,0.28828,0.525174,0.477415,0.800000011920929,0.4376672208309173,30,2026-04-19 11:15:40,33.0,0.16163636363636366,0.5113999999999997,426.6969696969697,30.0,0.8999999761581421,0.2562218904495239,30,2026-04-19 11:15:45,33.0,0.15496969696969698,0.3227999999999997,428.09090909090907,30.0,2.0,0.0,0.0,3642.5,1.0,0.18,0.18,3526.0
attempt:17:round:19,17,19,2026-04-19 11:16:35,0.866667,0.267339,0.295934,0.285316,0.534162,0.477942,0.8666666746139526,0.2719965279102325,30,2026-04-19 11:16:30,33.0,0.16527272727272727,0.5251999999999997,429.1515151515151,30.0,0.8666666746139526,0.2626813650131225,30,2026-04-19 11:16:35,33.0,0.16406060606060605,0.35119999999999985,428.3636363636364,30.0,2.0,0.0,0.0,3644.5,1.0,0.192,0.192,3525.0
attempt:17:round:20,17,20,2026-04-19 11:17:25,0.916667,0.172423,0.295019,0.29382,0.530794,0.483395,0.8999999761581421,0.2131444364786148,30,2026-04-19 11:17:20,33.0,0.16924242424242425,0.5173999999999997,428.6060606060606,30.0,0.9333333373069764,0.1317019611597061,30,2026-04-19 11:17:25,33.0,0.15854545454545454,0.2859999999999998,429.2121212121212,30.0,2.0,0.0,0.0,3633.5,1.0,0.217,0.217,3522.0
attempt:17:round:21,17,21,2026-04-19 11:18:15,0.983333,0.091127,0.295801,0.300609,0.530026,0.487704,1.0,0.0903074368834495,30,2026-04-19 11:18:10,33.0,0.17687878787878786,0.5235999999999998,428.8484848484849,30.0,0.9666666388511658,0.091946430504322,30,2026-04-19 11:18:15,33.0,0.1620909090909091,0.2971999999999998,429.45454545454544,30.0,2.0,0.0,0.0,3631.5,1.0,0.189,0.189,3527.0
attempt:17:round:22,17,22,2026-04-19 11:19:05,0.966667,0.088333,0.296986,0.303696,0.531532,0.493125,0.9333333373069764,0.1399478465318679,30,2026-04-19 11:19:00,33.0,0.16375757575757574,0.48579999999999973,430.09090909090907,30.0,1.0,0.0367175191640853,30,2026-04-19 11:19:05,33.0,0.15442424242424244,0.31439999999999985,429.0,30.0,2.0,0.0,0.0,3626.5,1.0,0.202,0.202,3530.0
attempt:17:round:23,17,23,2026-04-19 11:19:55,0.9,0.282086,0.295752,0.298132,0.533404,0.490088,0.9666666388511658,0.0865813419222831,30,2026-04-19 11:19:50,33.0,0.15860606060606064,0.5185999999999997,429.24242424242425,30.0,0.8333333134651184,0.4775903522968292,30,2026-04-19 11:19:55,33.0,0.15733333333333333,0.3113999999999998,427.1212121212121,30.0,2.0,0.0,0.0,3633.5,1.0,0.187,0.187,3524.0
attempt:17:round:24,17,24,2026-04-19 11:20:44,0.966667,0.146367,0.295896,0.293842,0.535936,0.487461,0.9333333373069764,0.139915257692337,30,2026-04-19 11:20:40,33.0,0.16775757575757577,0.5115999999999996,429.3030303030303,30.0,1.0,0.1528182327747345,30,2026-04-19 11:20:45,33.0,0.1628484848484848,0.2937999999999998,428.72727272727275,30.0,2.0,0.0,0.0,3622.0,1.0,0.202,0.202,3537.0
attempt:17:round:25,17,25,2026-04-19 11:21:35,0.9,0.2324,0.296405,0.287352,0.541005,0.486886,0.9666666388511658,0.0523927062749862,30,2026-04-19 11:21:30,33.0,0.17200000000000001,0.47919999999999974,428.72727272727275,30.0,0.8333333134651184,0.4124070405960083,30,2026-04-19 11:21:35,33.0,0.17230303030303032,0.34299999999999975,427.3939393939394,30.0,2.0,0.0,0.0,3643.0,1.0,0.127,0.127,3530.0
attempt:17:round:26,17,26,2026-04-19 11:22:25,0.933333,0.106287,0.296518,0.282164,0.544352,0.487326,1.0,0.0428997948765754,30,2026-04-19 11:22:20,33.0,0.15618181818181817,0.48019999999999974,428.45454545454544,30.0,0.8666666746139526,0.1696736067533493,30,2026-04-19 11:22:25,33.0,0.158,0.31959999999999966,428.93939393939394,30.0,2.0,0.0,0.0,3636.5,1.0,0.203,0.203,3516.0
attempt:17:round:27,17,27,2026-04-19 11:23:15,0.95,0.137908,0.29722,0.286273,0.54132,0.487521,1.0,0.0968212112784385,30,2026-04-19 11:23:10,33.0,0.17233333333333334,0.5213999999999996,427.09090909090907,30.0,0.8999999761581421,0.1789939254522323,30,2026-04-19 11:23:15,33.0,0.1387878787878788,0.3295999999999999,428.42424242424244,30.0,2.0,0.0,0.0,3623.0,1.0,0.2,0.2,3532.0
attempt:17:round:28,17,28,2026-04-19 11:24:05,0.933333,0.143343,0.297701,0.287198,0.54568,0.492665,1.0,0.0711908638477325,30,2026-04-19 11:24:00,33.0,0.16066666666666668,0.4813999999999998,426.5151515151515,30.0,0.8666666746139526,0.215494304895401,30,2026-04-19 11:24:05,33.0,0.15775757575757574,0.3025999999999997,429.27272727272725,30.0,2.0,0.0,0.0,3630.0,1.0,0.192,0.192,3524.0
attempt:17:round:29,17,29,2026-04-19 11:24:55,0.933333,0.221245,0.298474,0.289595,0.550262,0.496461,0.8999999761581421,0.290216714143753,30,2026-04-19 11:24:50,33.0,0.1646969696969697,0.4817999999999998,427.93939393939394,30.0,0.9666666388511658,0.1522738337516784,30,2026-04-19 11:24:55,33.0,0.16263636363636363,0.27859999999999985,428.969696969697,30.0,2.0,0.0,0.0,3631.5,1.0,0.19,0.19,3528.0
attempt:17:round:30,17,30,2026-04-19 11:25:45,0.866667,0.261434,0.297602,0.28501,0.553651,0.493408,0.800000011920929,0.3636223971843719,30,2026-04-19 11:25:40,33.0,0.15872727272727272,0.5357999999999998,427.8484848484849,30.0,0.9333333373069764,0.159245565533638,30,2026-04-19 11:25:45,33.0,0.15427272727272726,0.30419999999999986,426.6060606060606,30.0,2.0,0.0,0.0,3641.5,1.0,0.126,0.126,3527.0
attempt:18:round:1,18,1,2026-04-19 12:00:39,0.833333,0.662626,0.286291,0.292619,0.541326,0.409798,0.8333333134651184,0.8253849148750305,30,2026-04-19 12:00:37,37.0,0.13235135135135137,0.20919999999999989,303.8378378378378,35.0,0.8333333134651184,0.4998680353164673,30,2026-04-19 12:00:39,32.0,0.14800000000000002,0.2183,333.15625,30.0,2.0,0.0,0.0,3637.0,1.0,0.179,0.179,3521.0
attempt:18:round:2,18,2,2026-04-19 12:01:23,0.983333,0.088242,0.291606,0.296135,0.557025,0.426221,0.9666666388511658,0.1020114421844482,30,2026-04-19 12:01:21,29.0,0.1487586206896552,0.3183999999999997,473.9655172413793,26.0,1.0,0.0744728147983551,30,2026-04-19 12:01:23,33.0,0.14563636363636367,0.2837999999999998,429.45454545454544,30.0,2.0,0.0,0.0,3632.5,1.0,0.186,0.186,3530.0
attempt:18:round:3,18,3,2026-04-19 12:02:13,1.0,0.048471,0.296226,0.306338,0.568339,0.439202,1.0,0.0582153238356113,30,2026-04-19 12:02:12,33.0,0.1376060606060606,0.2893999999999998,429.6666666666667,30.0,1.0,0.0387274883687496,30,2026-04-19 12:02:13,33.0,0.1555151515151515,0.33299999999999985,429.7878787878788,30.0,2.0,0.0,0.0,3619.0,1.0,0.223,0.223,3537.0
attempt:18:round:4,18,4,2026-04-19 12:03:05,1.0,0.01996,0.299248,0.311311,0.575911,0.447273,1.0,0.018010264262557,30,2026-04-19 12:03:01,32.0,0.14903125,0.2766499999999999,439.40625,29.0,1.0,0.0219090636819601,30,2026-04-19 12:03:03,34.0,0.16129411764705884,0.3349499999999998,419.47058823529414,31.0,2.0,0.0,0.0,3615.0,1.0,0.26,0.26,3528.0
attempt:18:round:5,18,5,2026-04-19 12:03:59,1.0,0.0196,0.301018,0.316004,0.581132,0.452494,1.0,0.0104713523760437,30,2026-04-19 12:03:59,33.0,0.14942424242424246,0.3407999999999999,430.09090909090907,30.0,1.0,0.0287277027964591,30,2026-04-19 12:03:53,36.0,0.16219444444444442,0.383,405.0,33.0,2.0,0.0,0.0,3617.5,1.0,0.223,0.223,3543.0
attempt:18:round:6,18,6,2026-04-19 12:04:51,0.933333,0.233403,0.298089,0.312799,0.575447,0.452474,0.8666666746139526,0.4617475867271423,30,2026-04-19 12:04:51,33.0,0.1404242424242424,0.3019999999999997,429.8181818181818,30.0,1.0,0.0050579379312694,30,2026-04-19 12:04:43,34.0,0.18155882352941174,0.5393499999999997,420.8529411764706,31.0,2.0,0.0,0.0,3647.0,1.0,0.347,0.347,3528.0
attempt:18:round:7,18,7,2026-04-19 12:05:41,0.916667,0.348831,0.295477,0.306643,0.566791,0.454319,0.8333333134651184,0.6722632050514221,30,2026-04-19 12:05:41,33.0,0.13457575757575757,0.31959999999999983,428.8787878787879,30.0,1.0,0.0253991186618804,30,2026-04-19 12:05:33,32.0,0.18371875,0.51015,440.59375,29.0,2.0,0.0,0.0,3639.5,1.0,0.218,0.218,3534.0
attempt:18:round:8,18,8,2026-04-19 12:06:31,0.9,0.308938,0.294409,0.296375,0.55871,0.453709,0.800000011920929,0.6121463179588318,30,2026-04-19 12:06:31,33.0,0.13093939393939394,0.33119999999999983,430.0,30.0,1.0,0.0057303244248032,30,2026-04-19 12:06:23,33.0,0.18266666666666664,0.5369999999999998,430.5151515151515,30.0,2.0,0.0,0.0,3643.5,1.0,0.222,0.222,3529.0
attempt:18:round:9,18,9,2026-04-19 12:07:21,0.966667,0.099089,0.295179,0.295398,0.558146,0.455589,0.9333333373069764,0.1620645523071289,30,2026-04-19 12:07:21,33.0,0.13803030303030306,0.396,428.93939393939394,30.0,1.0,0.0361127331852912,30,2026-04-19 12:07:13,33.0,0.196,0.5417999999999998,430.72727272727275,30.0,2.0,0.0,0.0,3639.5,1.0,0.125,0.125,3539.0
attempt:18:round:10,18,10,2026-04-19 12:08:11,0.95,0.175661,0.296777,0.2968,0.563467,0.459997,0.8999999761581421,0.3410474061965942,30,2026-04-19 12:08:11,33.0,0.12048484848484849,0.32179999999999986,429.3030303030303,30.0,1.0,0.0102747585624456,30,2026-04-19 12:08:03,33.0,0.2567575757575758,0.8035999999999993,430.54545454545456,30.0,2.0,0.0,0.0,3628.5,1.0,0.222,0.222,3530.0
attempt:18:round:11,18,11,2026-04-19 12:09:01,0.983333,0.049506,0.298213,0.302349,0.568353,0.463709,0.9666666388511658,0.0850069746375083,30,2026-04-19 12:09:01,33.0,0.13275757575757577,0.3121999999999997,429.57575757575756,30.0,1.0,0.0140048833563923,30,2026-04-19 12:08:53,34.0,0.17929411764705883,0.46479999999999994,421.79411764705884,31.0,2.0,0.0,0.0,3644.0,1.0,0.139,0.139,3540.0
attempt:18:round:12,18,12,2026-04-19 12:09:51,1.0,0.035382,0.299181,0.305118,0.567202,0.46797,1.0,0.0623278841376304,30,2026-04-19 12:09:51,33.0,0.12845454545454546,0.35179999999999995,431.0,30.0,1.0,0.0084353750571608,30,2026-04-19 12:09:43,32.0,0.18515625,0.5082499999999999,440.09375,29.0,2.0,0.0,0.0,3631.0,1.0,0.215,0.215,3541.0
attempt:18:round:13,18,13,2026-04-19 12:10:41,1.0,0.032181,0.300635,0.309627,0.568484,0.472529,1.0,0.0611477494239807,30,2026-04-19 12:10:41,33.0,0.13972727272727276,0.3403999999999998,428.7878787878788,30.0,1.0,0.0032148242462426,30,2026-04-19 12:10:33,33.0,0.17233333333333334,0.48859999999999976,430.8787878787879,30.0,2.0,0.0,0.0,3623.5,1.0,0.197,0.197,3553.0
attempt:18:round:14,18,14,2026-04-19 12:11:31,0.933333,0.303297,0.301355,0.312811,0.570911,0.475892,0.8666666746139526,0.6007713675498962,30,2026-04-19 12:11:31,33.0,0.15872727272727272,0.42219999999999996,430.6666666666667,30.0,1.0,0.0058233034797012,30,2026-04-19 12:11:23,33.0,0.15184848484848484,0.5304,430.93939393939394,30.0,2.0,0.0,0.0,3636.5,1.0,0.132,0.132,3540.0
attempt:18:round:15,18,15,2026-04-19 12:12:22,0.95,0.154626,0.301686,0.308736,0.574231,0.473799,0.8999999761581421,0.2910823225975036,30,2026-04-19 12:12:21,33.0,0.14857575757575758,0.3948,430.72727272727275,30.0,1.0,0.0181697681546211,30,2026-04-19 12:12:14,34.0,0.18055882352941174,0.5382999999999994,421.9117647058824,31.0,2.0,0.0,0.0,3637.0,1.0,0.199,0.199,3539.0
attempt:18:round:16,18,16,2026-04-19 12:13:11,0.95,0.118637,0.302709,0.304268,0.577948,0.473054,0.8999999761581421,0.2335328459739685,30,2026-04-19 12:13:11,33.0,0.12475757575757579,0.3575999999999999,430.0,30.0,1.0,0.0037415868137031,30,2026-04-19 12:13:04,32.0,0.19934375,0.5788499999999999,440.40625,29.0,2.0,0.0,0.0,3631.0,1.0,0.209,0.209,3525.0
attempt:18:round:17,18,17,2026-04-19 12:14:01,0.95,0.165827,0.30225,0.303309,0.576626,0.473375,0.8999999761581421,0.3274722099304199,30,2026-04-19 12:14:01,33.0,0.1470909090909091,0.3594,429.3939393939394,30.0,1.0,0.0041815503500401,30,2026-04-19 12:13:54,33.0,0.1937878787878788,0.5913999999999999,429.4848484848485,30.0,2.0,0.0,0.0,3636.0,1.0,0.229,0.229,3532.0
attempt:18:round:18,18,18,2026-04-19 12:14:51,0.983333,0.081051,0.302557,0.302897,0.577067,0.474108,0.9666666388511658,0.158231034874916,30,2026-04-19 12:14:51,33.0,0.14115151515151514,0.33419999999999994,427.969696969697,30.0,1.0,0.0038713181857019,30,2026-04-19 12:14:44,33.0,0.19936363636363635,0.5471999999999996,431.1818181818182,30.0,2.0,0.0,0.0,3628.5,1.0,0.252,0.252,3539.0
attempt:18:round:19,18,19,2026-04-19 12:15:41,0.966667,0.096473,0.303015,0.304032,0.579044,0.476918,0.9333333373069764,0.1888110488653183,30,2026-04-19 12:15:42,33.0,0.1421818181818182,0.3557999999999998,429.969696969697,30.0,1.0,0.0041358047164976,30,2026-04-19 12:15:34,34.0,0.1925294117647059,0.5007499999999995,420.7352941176471,31.0,2.0,0.0,0.0,3624.5,1.0,0.13,0.13,3526.0
attempt:18:round:20,18,20,2026-04-19 12:16:31,0.933333,0.089868,0.303741,0.300075,0.581102,0.479136,0.8666666746139526,0.1749482005834579,30,2026-04-19 12:16:31,33.0,0.14436363636363636,0.4072,428.6060606060606,30.0,1.0,0.0047885500825941,30,2026-04-19 12:16:24,32.0,0.206,0.5306499999999998,439.46875,29.0,2.0,0.0,0.0,3628.5,1.0,0.225,0.225,3531.0
attempt:19:round:1,19,1,2026-04-19 12:24:15,0.75,0.943313,0.28723,0.290831,0.539495,0.412302,0.7666666507720947,1.170776128768921,30,2026-04-19 12:24:15,36.0,0.1253055555555556,0.19475,309.75,34.0,0.7333333492279053,0.7158491015434265,30,2026-04-19 12:24:15,32.0,0.15843749999999998,0.24505,333.0,30.0,2.0,0.0,0.0,3636.0,1.0,0.22,0.22,3545.0
attempt:19:round:2,19,2,2026-04-19 12:24:59,0.983333,0.088724,0.29175,0.296146,0.55591,0.432271,1.0,0.0832873433828353,30,2026-04-19 12:24:59,29.0,0.15393103448275863,0.36799999999999966,474.0344827586207,26.0,0.9666666388511658,0.0941605269908905,30,2026-04-19 12:24:59,33.0,0.14106060606060608,0.29739999999999983,430.1515151515151,30.0,2.0,0.0,0.0,3632.0,1.0,0.225,0.225,3537.0
attempt:19:round:3,19,3,2026-04-19 12:25:49,1.0,0.030921,0.295746,0.304916,0.563657,0.443603,1.0,0.0340908877551555,30,2026-04-19 12:25:49,33.0,0.14315151515151517,0.3235999999999999,430.57575757575756,30.0,1.0,0.0277514215558767,30,2026-04-19 12:25:49,33.0,0.16196969696969699,0.31999999999999984,430.1515151515151,30.0,2.0,0.0,0.0,3627.5,1.0,0.218,0.218,3545.0
attempt:19:round:4,19,4,2026-04-19 12:26:39,0.983333,0.029891,0.297998,0.30886,0.568261,0.451314,1.0,0.0150821926072239,30,2026-04-19 12:26:39,33.0,0.16054545454545455,0.2981999999999997,431.57575757575756,30.0,0.9666666388511658,0.044700488448143,30,2026-04-19 12:26:39,33.0,0.155,0.2861999999999998,431.45454545454544,30.0,2.0,0.0,0.0,3633.5,1.0,0.179,0.179,3537.0
attempt:19:round:5,19,5,2026-04-19 12:27:36,1.0,0.012719,0.299601,0.31389,0.571768,0.455808,1.0,0.0120322722941637,30,2026-04-19 12:27:36,33.0,0.14912121212121213,0.31279999999999986,430.42424242424244,30.0,1.0,0.0134064946323633,30,2026-04-19 12:27:29,37.0,0.1708918918918919,0.3879999999999997,396.3783783783784,34.0,2.0,0.0,0.0,3626.5,1.0,0.22,0.22,3538.0
attempt:19:round:6,19,6,2026-04-19 12:28:26,0.933333,0.18337,0.295985,0.31198,0.565446,0.454858,0.8666666746139526,0.3578264117240906,30,2026-04-19 12:28:26,33.0,0.16245454545454543,0.43179999999999996,430.57575757575756,30.0,1.0,0.0089126667007803,30,2026-04-19 12:28:19,33.0,0.18321212121212122,0.35719999999999974,430.90909090909093,30.0,2.0,0.0,0.0,3634.5,1.0,0.23,0.23,3546.0
attempt:19:round:7,19,7,2026-04-19 12:29:17,0.9,0.212391,0.294829,0.30952,0.565626,0.45011,0.800000011920929,0.4044812023639679,30,2026-04-19 12:29:17,33.0,0.1290909090909091,0.3037999999999997,427.3636363636364,30.0,1.0,0.0203001070767641,30,2026-04-19 12:29:09,34.0,0.16355882352941176,0.39744999999999986,421.1764705882353,31.0,2.0,0.0,0.0,3630.0,1.0,0.137,0.137,3519.0
attempt:19:round:8,19,8,2026-04-19 12:30:06,0.933333,0.154594,0.294731,0.30808,0.565187,0.453238,0.8666666746139526,0.2817191183567047,30,2026-04-19 12:30:06,33.0,0.12606060606060607,0.31039999999999973,428.24242424242425,30.0,1.0,0.0274685639888048,30,2026-04-19 12:29:59,32.0,0.1865,0.5137499999999999,438.9375,29.0,2.0,0.0,0.0,3629.0,1.0,0.212,0.212,3540.0
attempt:19:round:9,19,9,2026-04-19 12:30:56,0.95,0.156005,0.295506,0.307088,0.565261,0.460922,0.8999999761581421,0.2985917925834656,30,2026-04-19 12:30:56,33.0,0.12381818181818183,0.39419999999999994,429.27272727272725,30.0,1.0,0.0134184919297695,30,2026-04-19 12:30:49,33.0,0.19693939393939394,0.5229999999999998,431.0,30.0,2.0,0.0,0.0,3623.5,1.0,0.182,0.182,3535.0
attempt:19:round:10,19,10,2026-04-19 12:31:46,0.916667,0.222751,0.296138,0.308084,0.565704,0.463432,0.8333333134651184,0.4333591163158417,30,2026-04-19 12:31:46,33.0,0.14124242424242425,0.3131999999999997,426.3636363636364,30.0,1.0,0.0121437944471836,30,2026-04-19 12:31:39,33.0,0.18654545454545454,0.5363999999999999,430.75757575757575,30.0,2.0,0.0,0.0,3640.5,1.0,0.142,0.142,3529.0
attempt:19:round:11,19,11,2026-04-19 12:32:37,0.983333,0.085714,0.296709,0.311082,0.567136,0.462187,0.9666666388511658,0.153084710240364,30,2026-04-19 12:32:37,33.0,0.14393939393939395,0.3291999999999998,427.8484848484849,30.0,1.0,0.0183438137173652,30,2026-04-19 12:32:29,34.0,0.1715,0.2945999999999996,420.94117647058823,31.0,2.0,0.0,0.0,3635.5,1.0,0.217,0.217,3537.0
attempt:19:round:12,19,12,2026-04-19 12:33:27,0.933333,0.160071,0.296989,0.311458,0.57003,0.463141,0.8666666746139526,0.308717668056488,30,2026-04-19 12:33:27,33.0,0.1414848484848485,0.34799999999999986,429.57575757575756,30.0,1.0,0.0114236688241362,30,2026-04-19 12:33:19,33.0,0.1574242424242424,0.3071999999999998,429.42424242424244,30.0,2.0,0.0,0.0,3642.5,1.0,0.127,0.127,3524.0
attempt:19:round:13,19,13,2026-04-19 12:34:16,0.983333,0.075121,0.297775,0.313274,0.571234,0.465399,0.9666666388511658,0.1393289566040039,30,2026-04-19 12:34:16,33.0,0.13724242424242425,0.30879999999999974,427.3333333333333,30.0,1.0,0.0109126921743154,30,2026-04-19 12:34:09,32.0,0.1635,0.41434999999999994,439.75,29.0,2.0,0.0,0.0,3622.5,1.0,0.195,0.195,3541.0
attempt:19:round:14,19,14,2026-04-19 12:35:06,0.916667,0.166431,0.297929,0.308676,0.572639,0.466609,0.8333333134651184,0.3080958425998688,30,2026-04-19 12:35:06,33.0,0.14284848484848484,0.3181999999999997,429.27272727272725,30.0,1.0,0.0247665476053953,30,2026-04-19 12:34:59,33.0,0.18745454545454546,0.5381999999999998,431.7878787878788,30.0,2.0,0.0,0.0,3637.5,1.0,0.182,0.182,3544.0
attempt:19:round:15,19,15,2026-04-19 12:35:56,0.966667,0.08769,0.298985,0.309221,0.575184,0.472828,0.9333333373069764,0.1640398055315017,30,2026-04-19 12:35:56,33.0,0.1398787878787879,0.4059999999999999,427.2121212121212,30.0,1.0,0.0113410968333482,30,2026-04-19 12:35:49,33.0,0.19636363636363635,0.5049999999999999,431.6060606060606,30.0,2.0,0.0,0.0,3634.0,1.0,0.156,0.156,3540.0
attempt:19:round:16,19,16,2026-04-19 12:36:46,0.966667,0.090604,0.298355,0.307647,0.571522,0.473211,0.9333333373069764,0.1703771948814392,30,2026-04-19 12:36:47,33.0,0.1560909090909091,0.3777999999999999,429.42424242424244,30.0,1.0,0.0108316596597433,30,2026-04-19 12:36:39,34.0,0.17932352941176471,0.4379999999999999,421.0,31.0,2.0,0.0,0.0,3633.0,1.0,0.132,0.132,3528.0
