timestamp,uptime_s,device_name,device_suffix,hostname,run_id,channel,operation,pt_bytes,enc_bytes,overhead_bytes,elapsed_ms,fl_round,client_id,sample_label,sample_label_name,attempt_id,attempt_dir,source_file,source_scope,timestamp_dt,event_type,round_ref,gateway_id,node_id,event_name,status,trace_id,stage,num_samples,accuracy,loss,fog_role,buffer_target,peer_count,round,time,w3_mag,w4_normal,w4_brute,w4_scan,fog_samples
17:43:55.859,0.6,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,107.0,221.0,114.0,1.281,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:43:55.859,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:56.632,0.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,115.0,233.0,118.0,1.531,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:43:56.632,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:56.670,0.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,120.0,237.0,117.0,1.414,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:43:56.670,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:56.709,1.4,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,121.0,241.0,120.0,1.34,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:43:56.709,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:56.747,1.5,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,121.0,241.0,120.0,1.37,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:43:56.747,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:57.168,1.1,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,114.0,229.0,115.0,1.35,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:43:57.168,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:57.246,2.0,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,111.0,225.0,114.0,1.28,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:43:57.246,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:43:57.616,1.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,113.0,229.0,116.0,1.312,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:43:57.616,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:01.670,5.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,116.0,233.0,117.0,4.05,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:01.670,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:01.713,6.4,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,115.0,233.0,118.0,3.97,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:01.713,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:01.752,6.5,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,119.0,237.0,118.0,4.239,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:01.752,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:02.175,6.1,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,119.0,237.0,118.0,1.334,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:02.175,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:02.255,7.0,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,113.0,229.0,116.0,4.051,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:02.255,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:02.619,6.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,118.0,237.0,119.0,1.314,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:02.619,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:06.661,10.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,113.0,229.0,116.0,1.361,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:06.661,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:06.713,11.4,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,121.0,241.0,120.0,4.3,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:06.713,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:06.748,11.5,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,116.0,233.0,117.0,3.104,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:06.748,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:07.173,11.1,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,119.0,237.0,118.0,2.14,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:07.173,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:07.248,12.0,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,116.0,233.0,117.0,4.086,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:07.248,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:07.616,11.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,114.0,229.0,115.0,1.322,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:07.616,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:11.668,15.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,115.0,233.0,118.0,1.367,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:11.668,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:11.712,16.4,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,120.0,237.0,117.0,4.307,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:11.712,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:11.752,16.5,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,119.0,237.0,118.0,4.258,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:11.752,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:12.169,16.1,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,114.0,229.0,115.0,1.422,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:12.169,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:12.248,17.0,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,113.0,229.0,116.0,4.186,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:12.248,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:12.620,16.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,113.0,229.0,116.0,4.186,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:12.620,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:16.673,20.6,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,120.0,237.0,117.0,4.498,0.0,esp32_edge_normal_3,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:16.673,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:16.711,21.4,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,118.0,237.0,119.0,3.987,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:16.711,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:16.751,21.5,CNN_FOG,gateway_B,gatewayB,5.0,ESP32->RPi,decrypt,116.0,233.0,117.0,4.217,0.0,esp32_edge_normal_1,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_B_5.csv,gateway_transport,2026-04-22 17:44:16.751,transport.crypto.fog,1,gateway_B,gateway_B,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
17:44:17.179,21.1,CNN_FOG,gateway_A,raspberrypi,5.0,ESP32->RPi,decrypt,114.0,229.0,115.0,4.028,0.0,esp32_edge_normal_2,0.0,normal,2,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#2,ascon_metrics_CNN_FOG_gateway_A_5.csv,gateway_transport,2026-04-22 17:44:17.179,transport.crypto.fog,1,gateway_A,gateway_A,transport.crypto.gateway,reconstructed_from_csv,attempt:2:round:1,,,,,,,,,,,,,,
