attempt_id,source_scope,device_suffix,channel,operation,events,avg_ms,median_ms,p95_ms,max_ms,avg_pt_bytes,avg_enc_bytes,avg_overhead_bytes,avg_overhead_ratio_pct,avg_expansion_ratio
3,server_transport,Asus,PC->RPi,encrypt,20.0,12.5793,11.0545,20.49975,20.514,3566.3,4838.2,1271.9,35.664496441730456,1.3566449644173044
3,server_transport,Asus,RPi->PC,decrypt,20.0,13.9329,12.1475,24.199400000000004,27.589,3683.25,5010.0,1326.75,36.02123171353792,1.3602123171353793
4,gateway_transport,gateway_A,ESP32->RPi,decrypt,601.0,2.544990016638935,1.528,4.382,4.966,114.53577371048253,230.9034941763727,116.36772046589019,101.99551688043996,2.0199551688043997
4,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,34.54235,33.411,37.83685000000001,52.255,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,35.987399999999994,35.5975,38.5093,48.053,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,41.0129,36.977500000000006,74.9494,77.712,3690.45,5003.6,1313.15,35.582386393989935,1.3558238639398994
4,gateway_transport,gateway_A,RPi_leader->RPi_peer,encrypt,20.0,35.4349,35.081,37.58515,37.74,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,gateway_transport,gateway_A,RPi_peer->RPi_leader,decrypt,20.0,61.5563,73.63,97.5826,99.171,3665.1,4970.4,1305.3,35.614332550838434,1.3561433255083846
4,gateway_transport,gateway_B,ESP32->RPi,decrypt,604.0,2.9165728476821196,3.6075,4.59785,5.377,116.76655629139073,234.05298013245033,117.2864238410596,100.49361946823178,2.004936194682318
4,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,42.52515,37.2275,61.210650000000015,81.686,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,gateway_transport,gateway_B,RPi_leader->RPi_peer,decrypt,20.0,62.70399999999999,70.4195,99.23615,103.115,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,gateway_transport,gateway_B,RPi_peer->RPi_leader,encrypt,20.0,37.49255,37.364,41.402,41.763,3665.1,4970.4,1305.3,35.614332550838434,1.3561433255083846
4,server_transport,Asus,PC->RPi,encrypt,20.0,14.585699999999997,13.325,18.98170000000001,32.998,3575.65,4851.4,1275.75,35.67887169248128,1.3567887169248125
4,server_transport,Asus,RPi->PC,decrypt,20.0,14.246,11.51,30.76385,31.065,3690.45,5019.6,1329.15,36.01594347650226,1.3601594347650228
5,gateway_transport,gateway_A,ESP32->RPi,decrypt,612.0,3.002890522875817,3.678,4.59945,5.615,114.91503267973856,231.44444444444446,116.52941176470588,101.76922666046427,2.017692266604643
5,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,32.73085000000001,32.76649999999999,34.3142,34.679,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,34.36155000000001,34.333,36.74165,36.944,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,41.123099999999994,37.2325,44.98225000000004,106.205,3667.85,4974.2,1306.35,35.61627050587942,1.356162705058794
5,gateway_transport,gateway_A,RPi_leader->RPi_peer,encrypt,20.0,32.469800000000006,32.499,35.788050000000005,36.872,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,gateway_transport,gateway_A,RPi_peer->RPi_leader,decrypt,20.0,55.08855000000001,38.167,90.44205,95.174,3643.85,4942.0,1298.15,35.62581566005655,1.3562581566005656
5,gateway_transport,gateway_B,ESP32->RPi,decrypt,620.0,3.2480516129032257,3.9044999999999996,4.6301999999999985,11.974,116.80483870967743,234.0,117.19516129032257,100.37853936824305,2.0037853936824312
5,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,38.25645,34.5725,56.38795,57.014,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,gateway_transport,gateway_B,RPi_leader->RPi_peer,decrypt,20.0,67.56145000000001,77.444,94.8621,94.94,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,gateway_transport,gateway_B,RPi_peer->RPi_leader,encrypt,20.0,38.3991,37.977000000000004,45.13360000000001,54.778,3643.85,4942.0,1298.15,35.62581566005655,1.3562581566005656
5,server_transport,Asus,PC->RPi,encrypt,20.0,29.472299999999997,14.646,110.27710000000005,167.45,3553.65,4822.0,1268.35,35.6915943791654,1.356915943791654
5,server_transport,Asus,RPi->PC,decrypt,20.0,24.01455,13.556000000000001,80.06650000000003,124.802,3667.85,4990.2,1322.35,36.05250443536431,1.3605250443536432
6,gateway_transport,gateway_A,ESP32->RPi,decrypt,604.0,2.8686622516556293,3.2865,4.6208,7.974,112.90894039735099,228.66225165562915,115.75331125827815,103.16017868660651,2.0316017868660654
6,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,34.66265,33.821,41.6351,46.121,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,35.17865,34.692499999999995,38.776,41.588,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,37.9926,37.596000000000004,40.80825,46.646,3684.55,4996.4,1311.85,35.60411622385972,1.356041162238597
6,gateway_transport,gateway_A,RPi_leader->RPi_peer,encrypt,20.0,34.84654999999999,34.336,37.78155,41.041,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,gateway_transport,gateway_A,RPi_peer->RPi_leader,decrypt,20.0,35.897549999999995,35.070499999999996,41.7784,45.491,3669.65,4976.2,1306.55,35.60431061860077,1.3560431061860077
6,gateway_transport,gateway_B,ESP32->RPi,decrypt,605.0,3.1942148760330578,3.832,4.582,5.994,113.17685950413224,229.0925619834711,115.91570247933885,103.07552690153186,2.0307552690153186
6,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,36.8193,36.479,38.92945,43.821,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,gateway_transport,gateway_B,RPi_leader->RPi_peer,decrypt,20.0,36.977700000000006,34.6035,41.63235000000003,82.109,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,gateway_transport,gateway_B,RPi_peer->RPi_leader,encrypt,20.0,37.1622,36.7845,40.46465,43.65,3669.65,4976.2,1306.55,35.60431061860077,1.3560431061860077
6,server_transport,Asus,PC->RPi,encrypt,20.0,13.540750000000003,12.908000000000001,16.853800000000007,27.946,3566.9,4839.0,1272.1,35.6640466508857,1.356640466508857
6,server_transport,Asus,RPi->PC,decrypt,20.0,12.961849999999998,11.160499999999999,21.0146,22.299,3684.55,5012.4,1327.85,36.038368401729215,1.3603836840172923
7,gateway_transport,gateway_A,ESP32->RPi,decrypt,601.0,2.8738685524126453,3.235,4.558,7.211,112.27121464226289,227.9151414309484,115.64392678868552,103.74035288960405,2.03740352889604
7,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,33.17,33.319,35.2103,35.254,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,37.205349999999996,35.147000000000006,39.20790000000003,78.08,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,36.287400000000005,35.7315,38.82685,40.686,3682.05,4992.8,1310.75,35.59840691642358,1.3559840691642358
7,gateway_transport,gateway_A,RPi_leader->RPi_peer,encrypt,20.0,35.7785,35.3125,38.68485,41.361,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,gateway_transport,gateway_A,RPi_peer->RPi_leader,decrypt,20.0,35.601200000000006,34.753,37.82425000000001,51.243,3666.65,4972.0,1305.35,35.60067088240543,1.3560067088240542
7,gateway_transport,gateway_B,ESP32->RPi,decrypt,601.0,3.2221580698835277,3.799,4.459,5.03,112.37104825291182,228.01497504159732,115.64392678868552,103.68454519153495,2.0368454519153496
7,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,34.5599,34.416,38.233650000000004,39.443,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,gateway_transport,gateway_B,RPi_leader->RPi_peer,decrypt,20.0,34.1023,34.1695,35.7325,38.801,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,gateway_transport,gateway_B,RPi_peer->RPi_leader,encrypt,20.0,37.936699999999995,36.587500000000006,46.45355,50.53,3666.65,4972.0,1305.35,35.60067088240543,1.3560067088240542
7,server_transport,Asus,PC->RPi,encrypt,20.0,13.018749999999997,11.512,21.13285,21.434,3565.25,4837.0,1271.75,35.670733306124006,1.3567073330612403
7,server_transport,Asus,RPi->PC,decrypt,20.0,13.5006,12.3085,21.796699999999998,21.81,3682.05,5008.8,1326.75,36.03295372063161,1.360329537206316
8,server_transport,Asus,PC->RPi,encrypt,20.0,18.475649999999998,13.660499999999999,42.71340000000003,80.74,3553.45,4821.4,1267.95,35.68233387146748,1.3568233387146746
8,server_transport,Asus,RPi->PC,decrypt,20.0,15.634300000000001,11.417,31.566050000000025,68.636,3669.55,4992.2,1322.65,36.04394950332776,1.3604394950332777
