round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,13:54:29,0.716667,0.840336,0.287869,0.292639,0.540778,0.409283
2,13:55:13,0.966667,0.203209,0.291811,0.298616,0.555708,0.421807
3,13:56:03,0.966667,0.075572,0.294385,0.307027,0.565101,0.432374
4,13:56:53,1.0,0.022283,0.29646,0.312253,0.571353,0.440458
5,13:57:46,1.0,0.021956,0.297961,0.315889,0.575261,0.445444
6,13:58:44,0.85,0.487459,0.292487,0.309369,0.557007,0.441804
7,13:59:33,0.883333,0.306897,0.291372,0.300433,0.55966,0.438256
8,14:00:24,0.8,0.375538,0.29064,0.299176,0.558792,0.439888
9,14:01:13,0.866667,0.411124,0.289868,0.299009,0.554937,0.446022
10,14:02:04,0.933333,0.153819,0.290436,0.297659,0.555783,0.448337
11,14:02:53,0.883333,0.347834,0.289327,0.294993,0.554355,0.451088
12,14:03:43,0.866667,0.346199,0.28885,0.286754,0.552902,0.453608
13,14:04:33,0.95,0.13947,0.289555,0.285539,0.552999,0.458964
14,14:05:24,0.883333,0.253499,0.28863,0.282746,0.546178,0.466244
15,14:06:13,0.933333,0.20144,0.288238,0.280998,0.54411,0.468214
16,14:07:03,0.966667,0.107573,0.289188,0.286861,0.546073,0.468812
17,14:07:53,0.933333,0.213996,0.290381,0.291667,0.548828,0.470264
18,14:08:44,0.95,0.138982,0.289507,0.290047,0.547794,0.47365
19,14:09:34,0.916667,0.237698,0.289113,0.283615,0.552199,0.476416
20,14:10:24,0.883333,0.269965,0.289481,0.283069,0.555615,0.478073
