experiment,architecture,security,topology,mode,attempt_id,attempt_key,fl_round,round_ref,gateway_count,local_accuracy_min,local_accuracy_max,local_accuracy_skew,local_loss_min,local_loss_max,local_loss_skew,gateway_sync_skew_sec
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,9,10.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0119362734258174,0.2586462199687958,0.24670994654297837,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,10,11.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0157095901668071,0.2222150862216949,0.2065054960548878,9.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,11,12.0,2,0.8666666746139526,1.0,0.13333332538604736,0.0105416746810078,0.3325033187866211,0.3219616441056133,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,12,13.0,2,0.8333333134651184,1.0,0.1666666865348816,0.0153023367747664,0.3340268731117248,0.3187245363369584,9.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,13,14.0,2,0.8333333134651184,1.0,0.1666666865348816,0.0081060547381639,0.3431161940097809,0.335010139271617,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,14,15.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0252405051141977,0.1821644157171249,0.1569239106029272,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,15,16.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0045439251698553,0.1473800092935562,0.1428360841237009,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,16,17.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0125395897775888,0.0680808871984481,0.055541297420859295,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,17,18.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0033912153448909,0.2593547105789184,0.2559634952340275,9.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,18,19.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0057713002897799,0.164967194199562,0.1591958939097821,10.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,19,20.0,1,0.9666666388511658,0.9666666388511658,0.0,0.0783207640051841,0.0783207640051841,0.0,
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,0,1.0,2,0.699999988079071,0.800000011920929,0.10000002384185791,0.7544409036636353,1.2560105323791504,0.5015696287155151,1.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,1,2.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0993151366710662,0.3487505912780761,0.24943545460700992,1.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,2,3.0,2,0.9666666388511658,0.9666666388511658,0.0,0.0553883090615272,0.0784830227494239,0.0230947136878967,1.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,3,4.0,2,1.0,1.0,0.0,0.0264885760843753,0.0328106805682182,0.006322104483842902,1.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,4,5.0,2,1.0,1.0,0.0,0.0048740194179117,0.0170036163181066,0.012129596900194899,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,5,6.0,2,0.800000011920929,1.0,0.19999998807907104,0.0065066427923738,0.6268162131309509,0.6203095703385771,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,6,7.0,2,0.800000011920929,1.0,0.19999998807907104,0.0166315026581287,0.3566279709339142,0.3399964682757855,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,7,8.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0148557443171739,0.1874557137489318,0.1725999694317579,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,8,9.0,2,0.8333333134651184,1.0,0.1666666865348816,0.0104237748309969,0.4764494001865387,0.4660256253555418,7.0
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,9,10.0,2,0.800000011920929,1.0,0.19999998807907104,0.0129810506477952,0.4576546549797058,0.4446736043319106,7.0
