experiment,architecture,security,topology,mode,device_suffix,stage,rows,rounds_seen,avg_num_samples,avg_accuracy,std_accuracy,min_accuracy,max_accuracy,avg_loss,std_loss,min_loss,max_loss,avg_buffer_target
CNN_FOG_ASCON,CNN,ASCON,fog,ascon,gateway_A,fog_fedavg,120,20,60.0,0.9297222169737022,0.06229348311148307,0.7333333492279053,1.0,0.21247392398593848,0.16352501264171052,0.0140887573361396,0.7762842774391174,
CNN_FOG_NO_ASCON,CNN,NO_ASCON,fog,plain,gateway_fog_leader,fog_fedavg,64,20,60.0,0.8734374926425517,0.06761812624748105,0.7000000178813934,1.0,0.3343511055863928,0.16210415915942125,0.0562043990939855,0.7167302370071411,
RN_FOG_ASCON,RN,ASCON,fog,ascon,gateway_A,fog_fedavg,100,20,60.0,0.926999993622303,0.07411627430553973,0.6500000059604645,1.0,0.2028117585147265,0.20409456597995318,0.0101678546052426,1.0363373756408691,
RN_FOG_NO_ASCON,RN,NO_ASCON,fog,plain,gateway_A,fog_fedavg,60,20,60.0,0.9194444398085276,0.06899856642911521,0.7166666686534882,1.0,0.21344372650297977,0.1924255956292626,0.0168857555836439,0.8510895371437073,
