experiment,architecture,security,topology,mode,attempt_id,device_suffix,class_name,samples_seen,pct_within_gateway_attempt
RN_NO_ASCON,RN,NO_ASCON,standard,plain,19,gateway_A,scan_A,49,7.424242424242425
RN_NO_ASCON,RN,NO_ASCON,standard,plain,19,gateway_A,unknown,60,9.090909090909092
RN_NO_ASCON,RN,NO_ASCON,standard,plain,19,gateway_B,normal,601,91.19878603945372
RN_NO_ASCON,RN,NO_ASCON,standard,plain,19,gateway_B,unknown,58,8.801213960546281
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_A,mqtt_bruteforce,48,7.100591715976331
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_A,normal,526,77.81065088757396
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_A,scan_A,42,6.21301775147929
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_A,unknown,60,8.875739644970414
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_B,normal,623,91.21522693997072
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,gateway_B,unknown,60,8.784773060029282
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_A,mqtt_bruteforce,62,9.408194233687405
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_A,normal,499,75.72078907435508
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_A,scan_A,40,6.0698027314112295
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_A,unknown,58,8.801213960546281
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_B,normal,599,91.3109756097561
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,gateway_B,unknown,57,8.689024390243901
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_A,mqtt_bruteforce,44,6.646525679758309
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_A,normal,511,77.19033232628398
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_A,scan_A,47,7.099697885196375
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_A,unknown,60,9.06344410876133
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_B,normal,607,91.00449775112443
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,gateway_B,unknown,60,8.995502248875562
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_A,mqtt_bruteforce,43,6.456456456456457
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_A,normal,520,78.07807807807808
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_A,scan_A,43,6.456456456456457
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_A,unknown,60,9.00900900900901
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_B,mqtt_bruteforce,48,7.218045112781955
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_B,normal,514,77.29323308270676
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_B,scan_A,43,6.466165413533835
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,gateway_B,unknown,60,9.022556390977442
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_A,mqtt_bruteforce,43,6.495468277945619
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_A,normal,516,77.94561933534743
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_A,scan_A,43,6.495468277945619
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_A,unknown,60,9.06344410876133
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_B,mqtt_bruteforce,46,6.917293233082707
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_B,normal,512,76.99248120300753
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_B,scan_A,47,7.067669172932331
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,gateway_B,unknown,60,9.022556390977442
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_A,mqtt_bruteforce,43,6.475903614457831
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_A,normal,513,77.2590361445783
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_A,scan_A,48,7.228915662650602
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_A,unknown,60,9.036144578313253
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_B,mqtt_bruteforce,65,9.833585476550681
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_B,normal,474,71.70953101361573
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_B,scan_A,62,9.379727685325264
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,gateway_B,unknown,60,9.07715582450832
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_A,mqtt_bruteforce,47,7.099697885196375
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_A,normal,516,77.94561933534743
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_A,scan_A,39,5.8912386706948645
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_A,unknown,60,9.06344410876133
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_B,mqtt_bruteforce,42,6.3444108761329305
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_B,normal,508,76.73716012084593
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_B,scan_A,52,7.854984894259818
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,gateway_B,unknown,60,9.06344410876133
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_A,mqtt_bruteforce,46,6.948640483383686
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_A,normal,516,77.94561933534743
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_A,scan_A,40,6.042296072507553
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_A,unknown,60,9.06344410876133
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_B,mqtt_bruteforce,46,6.824925816023739
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_B,normal,520,77.1513353115727
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_B,scan_A,48,7.121661721068249
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,gateway_B,unknown,60,8.902077151335313
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_A,mqtt_bruteforce,49,7.413010590015129
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_A,normal,514,77.76096822995461
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_A,scan_A,38,5.748865355521937
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_A,unknown,60,9.07715582450832
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_B,mqtt_bruteforce,44,6.656580937972769
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_B,normal,512,77.45839636913767
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_B,scan_A,45,6.80786686838124
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,gateway_B,unknown,60,9.07715582450832
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_A,mqtt_bruteforce,129,19.427710843373493
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_A,normal,349,52.56024096385542
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_A,scan_A,126,18.97590361445783
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_A,unknown,60,9.036144578313253
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_B,mqtt_bruteforce,119,18.057663125948405
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_B,normal,357,54.17298937784521
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_B,scan_A,125,18.968133535660094
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,gateway_B,unknown,58,8.801213960546281
