timestamp,device_name,device_suffix,hostname,run_id,stage,fl_round,num_samples,accuracy,loss,buffer_target,experiment,architecture,mode,attempt_id,source_file,fog_role,peer_count
2026-04-15 16:15:02,gateway,gateway_A,raspberrypi,4,local_train,9,30,0.8666666746139526,0.3537425100803375,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:16:01,gateway,gateway_A,raspberrypi,4,local_train,10,30,0.8666666746139526,0.4047148525714874,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:17:00,gateway,gateway_A,raspberrypi,4,local_train,11,30,0.8999999761581421,0.2428942173719406,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:17:59,gateway,gateway_A,raspberrypi,4,local_train,12,30,0.8666666746139526,0.4399670362472534,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:18:58,gateway,gateway_A,raspberrypi,4,local_train,13,30,0.800000011920929,0.4413631856441498,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:19:58,gateway,gateway_A,raspberrypi,4,local_train,14,30,0.8333333134651184,0.3617232739925384,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:20:57,gateway,gateway_A,raspberrypi,4,local_train,15,30,0.800000011920929,0.3585945963859558,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:21:56,gateway,gateway_A,raspberrypi,4,local_train,16,30,0.9666666388511658,0.23537677526474,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:22:55,gateway,gateway_A,raspberrypi,4,local_train,17,30,0.9666666388511658,0.058629035949707,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:23:55,gateway,gateway_A,raspberrypi,4,local_train,18,30,0.9333333373069764,0.243057906627655,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:24:53,gateway,gateway_A,raspberrypi,4,local_train,19,30,0.9666666388511658,0.074266143143177,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_A_4.csv,,
2026-04-15 16:04:25,gateway,gateway_B,gatewayB,4,local_train,0,30,0.7666666507720947,0.6872164607048035,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:05:19,gateway,gateway_B,gatewayB,4,local_train,1,30,0.9666666388511658,0.1259943842887878,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:06:18,gateway,gateway_B,gatewayB,4,local_train,2,30,1.0,0.0305142775177955,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:07:17,gateway,gateway_B,gatewayB,4,local_train,3,30,1.0,0.0118527403101325,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:08:16,gateway,gateway_B,gatewayB,4,local_train,4,30,1.0,0.0127656739205122,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:11:06,gateway,gateway_B,gatewayB,4,local_train,5,30,1.0,0.0204292554408311,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:12:05,gateway,gateway_B,gatewayB,4,local_train,6,30,1.0,0.0279265530407428,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:13:04,gateway,gateway_B,gatewayB,4,local_train,7,30,1.0,0.0125626716762781,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:14:03,gateway,gateway_B,gatewayB,4,local_train,8,30,1.0,0.0123695135116577,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:15:02,gateway,gateway_B,gatewayB,4,local_train,9,30,1.0,0.0216938611119985,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:16:01,gateway,gateway_B,gatewayB,4,local_train,10,30,1.0,0.0130163626745343,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:17:00,gateway,gateway_B,gatewayB,4,local_train,11,30,1.0,0.0073039052076637,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:17:59,gateway,gateway_B,gatewayB,4,local_train,12,30,1.0,0.006875870283693,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:18:59,gateway,gateway_B,gatewayB,4,local_train,13,30,1.0,0.0164571721106767,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:19:59,gateway,gateway_B,gatewayB,4,local_train,14,30,1.0,0.0066365203820168,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
2026-04-15 16:20:57,gateway,gateway_B,gatewayB,4,local_train,15,30,1.0,0.0082376208156347,30.0,RN_ASCON,RN,ascon,5,model_metrics_gateway_gateway_B_4.csv,,
