round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan,fog_samples,attempt_id,attempt_dir,source_file,source_scope,timestamp_dt,event_type,round_ref,gateway_id,node_id,round_duration_sec,w3_drift_abs,w4_normal_drift_abs,w4_brute_drift_abs,w4_scan_drift_abs,weight_drift_total_abs
17,16:16:50,0.933333,0.175158,0.310786,0.55281,0.597715,0.46413,60,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#6,global_weights_history_1.csv,global_round,2026-04-22 16:16:50,model.global_round,17,aggregate,server,59.0,0.005101000000000022,0.01347100000000001,0.00896600000000003,0.012288999999999994,0.03982700000000006
18,16:17:48,0.933333,0.153363,0.315483,0.555505,0.602919,0.468222,60,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#6,global_weights_history_1.csv,global_round,2026-04-22 16:17:48,model.global_round,18,aggregate,server,58.0,0.004697000000000007,0.002695000000000003,0.005203999999999986,0.00409200000000004,0.016688000000000036
19,16:18:46,0.916667,0.134416,0.320101,0.56535,0.606949,0.477478,60,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#6,global_weights_history_1.csv,global_round,2026-04-22 16:18:46,model.global_round,19,aggregate,server,58.0,0.004618000000000011,0.009844999999999993,0.004029999999999978,0.009255999999999986,0.027748999999999968
20,16:19:45,0.95,0.150578,0.321553,0.572913,0.610568,0.48373,60,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#6,global_weights_history_1.csv,global_round,2026-04-22 16:19:45,model.global_round,20,aggregate,server,59.0,0.0014519999999999533,0.007562999999999986,0.003619000000000039,0.00625199999999998,0.01888599999999996
1,16:22:45,0.8,0.742458,0.173017,0.256041,0.339632,0.175258,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:22:45,model.global_round,1,aggregate,server,,,,,,0.0
2,16:23:38,0.866667,0.615341,0.185921,0.28698,0.391614,0.170238,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:23:38,model.global_round,2,aggregate,server,53.0,0.012903999999999999,0.030938999999999994,0.05198200000000003,0.005019999999999997,0.10084500000000002
3,16:24:37,0.8,0.508413,0.201546,0.329863,0.457546,0.164853,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:24:37,model.global_round,3,aggregate,server,59.0,0.015625,0.042883000000000004,0.06593199999999999,0.005385000000000001,0.129825
4,16:25:35,0.8,0.532685,0.207462,0.332045,0.494055,0.183166,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:25:35,model.global_round,4,aggregate,server,58.0,0.005916000000000005,0.0021819999999999617,0.036509000000000014,0.018312999999999996,0.06291999999999998
5,16:26:34,0.866667,0.474147,0.214369,0.342338,0.527574,0.219062,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:26:34,model.global_round,5,aggregate,server,59.0,0.0069069999999999965,0.010292999999999997,0.033518999999999965,0.03589600000000001,0.08661499999999997
6,16:27:33,0.866667,0.361383,0.226204,0.374613,0.561509,0.233289,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:27:33,model.global_round,6,aggregate,server,59.0,0.011834999999999984,0.032275,0.03393500000000005,0.01422699999999999,0.09227200000000002
7,16:28:31,0.966667,0.271493,0.235076,0.400766,0.586683,0.264253,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:28:31,model.global_round,7,aggregate,server,58.0,0.008872000000000019,0.026153000000000037,0.02517399999999992,0.03096400000000002,0.091163
8,16:29:29,0.916667,0.268619,0.245328,0.432696,0.603383,0.293861,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:29:29,model.global_round,8,aggregate,server,58.0,0.010251999999999983,0.031930000000000014,0.016700000000000048,0.029607999999999968,0.08849000000000001
9,16:30:29,0.933333,0.168416,0.252449,0.453092,0.615407,0.323437,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:30:29,model.global_round,9,aggregate,server,60.0,0.0071209999999999885,0.02039599999999997,0.012024000000000035,0.02957599999999999,0.06911699999999998
10,16:31:27,0.95,0.1932,0.262034,0.480338,0.624776,0.340361,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:31:27,model.global_round,10,aggregate,server,58.0,0.00958500000000001,0.027245999999999992,0.00936899999999996,0.01692400000000005,0.06312400000000001
11,16:32:27,0.966667,0.175207,0.268224,0.494714,0.634742,0.357299,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:32:27,model.global_round,11,aggregate,server,60.0,0.006190000000000029,0.014376,0.00996600000000003,0.016937999999999953,0.04747000000000001
12,16:33:25,0.95,0.162837,0.273609,0.508402,0.644159,0.368059,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:33:25,model.global_round,12,aggregate,server,58.0,0.005384999999999973,0.013688000000000033,0.009417000000000009,0.010760000000000047,0.03925000000000006
13,16:34:24,1.0,0.077206,0.276585,0.51497,0.650389,0.378149,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:34:24,model.global_round,13,aggregate,server,59.0,0.002976000000000034,0.006568000000000018,0.006229999999999958,0.010089999999999988,0.025863999999999998
14,16:35:22,0.95,0.162631,0.28288,0.530064,0.654314,0.389908,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:35:22,model.global_round,14,aggregate,server,58.0,0.006294999999999995,0.01509399999999994,0.003924999999999956,0.011758999999999964,0.037072999999999856
15,16:36:21,0.883333,0.285904,0.284524,0.534287,0.653202,0.397806,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:36:21,model.global_round,15,aggregate,server,59.0,0.0016439999999999788,0.004222999999999977,0.0011120000000000019,0.007898000000000016,0.014876999999999974
16,16:37:19,0.9,0.157886,0.288239,0.542088,0.655882,0.405644,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:37:19,model.global_round,16,aggregate,server,58.0,0.003715000000000024,0.007801000000000058,0.0026800000000000157,0.007838000000000012,0.02203400000000011
17,16:38:17,0.983333,0.074558,0.290526,0.546679,0.659234,0.412031,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:38:17,model.global_round,17,aggregate,server,58.0,0.0022869999999999835,0.004591000000000012,0.0033520000000000216,0.006386999999999976,0.016616999999999993
18,16:39:16,0.966667,0.09389,0.293903,0.554354,0.663414,0.418475,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:39:16,model.global_round,18,aggregate,server,59.0,0.003377000000000019,0.007674999999999987,0.0041799999999999615,0.006444000000000005,0.021675999999999973
19,16:40:15,0.983333,0.053251,0.296566,0.559067,0.666977,0.424431,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:40:15,model.global_round,19,aggregate,server,59.0,0.002662999999999971,0.004712999999999967,0.003563000000000094,0.005956000000000017,0.01689500000000005
20,16:41:14,1.0,0.03105,0.299021,0.565312,0.670005,0.431728,60,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-CNN\Results_FOG\#7,global_weights_history_2.csv,global_round,2026-04-22 16:41:14,model.global_round,20,aggregate,server,59.0,0.002454999999999985,0.006245000000000056,0.0030279999999999196,0.007296999999999998,0.01902499999999996
