attempt_id,source_scope,device_suffix,channel,operation,events,avg_ms,median_ms,p95_ms,max_ms,avg_pt_bytes,avg_enc_bytes,avg_overhead_bytes,avg_overhead_ratio_pct,avg_expansion_ratio
8,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,33.39489999999999,33.104,36.17835,39.263,3535.55,4797.2,1261.65,35.68469810361354,1.3568469810361354
8,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,36.35695,35.218,47.33455,49.473,3639.75,4936.4,1296.65,35.62472314510202,1.3562472314510203
8,gateway_transport,gateway_B,ESP32->RPi,decrypt,602.0,3.5212342192691026,4.0895,4.7738499999999995,6.506,116.75581395348837,233.88372093023256,117.12790697674419,100.3623217039936,2.003623217039936
8,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,53.853449999999995,36.8315,91.92155000000001,94.098,3535.55,4797.2,1261.65,35.68469810361354,1.3568469810361354
8,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,39.965849999999996,36.681,51.996700000000004,55.867,3535.55,4797.2,1261.65,35.68469810361354,1.3568469810361354
8,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,37.17999999999999,36.8225,40.5605,40.779,3631.1,4924.4,1293.3,35.61732001717459,1.3561732001717457
8,server_transport,Asus,PC->RPi,encrypt,20.0,12.217249999999998,11.3385,19.2391,21.578,3535.55,4797.2,1261.65,35.68469810361354,1.3568469810361354
8,server_transport,Asus,RPi->PC,decrypt,40.0,13.246875,11.4625,24.764799999999997,26.067,3635.425,4946.4,1310.975,36.06113816604827,1.3606113816604826
9,gateway_transport,gateway_A,ESP32->RPi,decrypt,600.0,3.2458716666666665,3.8815,4.53545,5.755,115.23,231.83333333333334,116.60333333333334,101.45732883880528,2.0145732883880534
9,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,31.516150000000003,31.728,34.23775,36.304,3536.2,4797.8,1261.6,35.67672809706757,1.3567672809706752
9,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,32.993300000000005,33.099000000000004,36.09455,36.941,3536.2,4797.8,1261.6,35.67672809706757,1.3567672809706752
9,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,38.28054999999999,35.8675,41.60715000000004,91.105,3638.3,4934.4,1296.1,35.62379070376053,1.3562379070376054
9,gateway_transport,gateway_B,ESP32->RPi,decrypt,600.0,3.8474283333333332,4.186,4.85035,9.575,115.67166666666667,232.52,116.84833333333333,101.26782818365155,2.0126782818365156
9,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,36.48355000000001,34.92,39.41645000000003,79.325,3536.2,4797.8,1261.6,35.67672809706757,1.3567672809706752
9,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,35.61395,34.6185,39.49275000000001,52.161,3536.2,4797.8,1261.6,35.67672809706757,1.3567672809706752
9,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,37.3041,37.447,40.191750000000006,44.823,3639.6,4936.4,1296.8,35.63031277323347,1.356303127732335
9,server_transport,Asus,PC->RPi,encrypt,20.0,12.13165,11.653500000000001,15.119500000000002,17.903,3536.2,4797.8,1261.6,35.67672809706757,1.3567672809706752
9,server_transport,Asus,RPi->PC,decrypt,40.0,11.934175,10.8205,17.526849999999996,21.095,3638.95,4951.4,1312.45,36.066741749364425,1.3606674174936444
10,gateway_transport,gateway_A,ESP32->RPi,decrypt,600.0,3.466628333333333,4.111000000000001,4.914599999999999,9.156,115.57833333333333,232.3,116.72166666666666,101.23317996203349,2.0123317996203345
10,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,31.524850000000004,31.5305,33.67415,33.943,3538.45,4801.4,1262.95,35.69218450929982,1.356921845092998
10,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,33.43085000000001,32.7365,37.205349999999996,37.611,3538.45,4801.4,1262.95,35.69218450929982,1.356921845092998
10,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,37.2552,36.7385,40.739050000000006,44.73,3640.3,4937.0,1296.7,35.62070289796073,1.356207028979607
10,gateway_transport,gateway_B,ESP32->RPi,decrypt,601.0,3.6895956738768723,4.072,4.804,6.207,115.88352745424292,232.74043261231282,116.85690515806988,101.0717152765157,2.010717152765157
10,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,36.648849999999996,34.902,40.97520000000003,74.571,3538.45,4801.4,1262.95,35.69218450929982,1.356921845092998
10,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,34.98095000000001,34.753,37.668350000000004,37.865,3538.45,4801.4,1262.95,35.69218450929982,1.356921845092998
10,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,38.261,38.6715,41.396300000000004,41.972,3642.9,4940.4,1297.5,35.6172893926214,1.3561728939262139
10,server_transport,Asus,PC->RPi,encrypt,20.0,13.093,11.626999999999999,17.35445000000001,27.547,3538.45,4801.4,1262.95,35.69218450929982,1.356921845092998
10,server_transport,Asus,RPi->PC,decrypt,40.0,11.879475000000001,11.236,16.45184999999999,22.361,3641.6,4954.7,1313.1,36.058368615356265,1.3605836861535625
11,gateway_transport,gateway_A,ESP32->RPi,decrypt,600.0,3.1915899999999997,3.872,4.550349999999998,6.867,117.175,234.54666666666665,117.37166666666667,100.20065661479322,2.0020065661479323
11,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,32.770599999999995,32.1295,35.275450000000006,37.165,3531.4,4791.8,1260.4,35.69122192188074,1.3569122192188077
11,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,33.80375,33.973,35.77725,36.523,3531.4,4791.8,1260.4,35.69122192188074,1.3569122192188077
11,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,35.9503,35.4155,37.868950000000005,46.969,3627.5,4920.2,1292.7,35.63610499074543,1.3563610499074543
11,gateway_transport,gateway_B,ESP32->RPi,decrypt,603.0,3.2815273631840793,3.886,4.7488,6.397,114.80265339966833,231.2620232172471,116.45936981757878,101.80349075587374,2.0180349075587376
11,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,70.20345,76.0855,97.40805,110.538,3531.4,4791.8,1260.4,35.69122192188074,1.3569122192188077
11,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,42.466100000000004,36.343500000000006,56.3804,58.535,3531.4,4791.8,1260.4,35.69122192188074,1.3569122192188077
11,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,38.35465,37.67400000000001,46.11965,47.424,3639.6,4935.4,1295.8,35.602819948959585,1.3560281994895957
11,server_transport,Asus,PC->RPi,encrypt,20.0,12.31345,11.561,17.7754,18.106,3531.4,4791.8,1260.4,35.69122192188074,1.3569122192188077
11,server_transport,Asus,RPi->PC,decrypt,40.0,13.242349999999998,11.494,21.87915,22.797,3633.55,4943.8,1310.25,36.059807186247895,1.3605980718624788
