round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan,attempt_id,attempt_dir,source_file,source_scope,timestamp_dt,event_type,round_ref,gateway_id,node_id,round_duration_sec,w3_drift_abs,w4_normal_drift_abs,w4_brute_drift_abs,w4_scan_drift_abs,weight_drift_total_abs
14,16:45:51,0.983333,0.059501,0.297781,0.301204,0.558331,0.480207,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:45:51,model.global_round,14,aggregate,server,59.0,0.0008230000000000182,0.004055000000000031,0.00151100000000004,0.0029449999999999754,0.009334000000000064
15,16:46:50,0.966667,0.112095,0.29799,0.301554,0.5578,0.482173,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:46:50,model.global_round,15,aggregate,server,59.0,0.00020899999999995922,0.00034999999999996145,0.0005310000000000592,0.0019660000000000233,0.003056000000000003
16,16:47:49,0.966667,0.131776,0.298682,0.302882,0.560203,0.484392,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:47:49,model.global_round,16,aggregate,server,59.0,0.0006920000000000259,0.0013279999999999959,0.002403000000000044,0.002218999999999971,0.006642000000000037
17,16:48:48,0.95,0.176198,0.299182,0.302384,0.562997,0.484466,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:48:48,model.global_round,17,aggregate,server,59.0,0.0005000000000000004,0.0004979999999999984,0.002793999999999963,7.40000000000185e-05,0.0038659999999999806
18,16:49:47,0.983333,0.07476,0.299573,0.298887,0.566557,0.485301,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:49:47,model.global_round,18,aggregate,server,59.0,0.0003909999999999747,0.0034969999999999724,0.0035600000000000076,0.0008349999999999747,0.00828299999999993
19,16:50:46,0.966667,0.18198,0.299438,0.293202,0.570417,0.485618,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:50:46,model.global_round,19,aggregate,server,59.0,0.00013499999999999623,0.005684999999999996,0.0038599999999999746,0.0003170000000000117,0.009996999999999978
20,16:51:44,0.916667,0.237888,0.298845,0.290659,0.572738,0.479677,6,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#6,global_weights_history_5.csv,global_round,2026-04-15 16:51:44,model.global_round,20,aggregate,server,58.0,0.0005929999999999547,0.0025430000000000175,0.0023210000000000175,0.005940999999999974,0.011397999999999964
1,16:59:29,0.8,0.684,0.28629,0.290266,0.541345,0.412711,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 16:59:29,model.global_round,1,aggregate,server,,,,,,0.0
2,17:00:23,0.933333,0.247279,0.289536,0.293433,0.557537,0.429422,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:00:23,model.global_round,2,aggregate,server,54.0,0.0032460000000000266,0.0031669999999999754,0.016191999999999984,0.01671100000000003,0.03931600000000002
3,17:01:23,0.95,0.130688,0.293168,0.300483,0.56784,0.438865,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:01:23,model.global_round,3,aggregate,server,60.0,0.0036319999999999686,0.007050000000000001,0.010303000000000062,0.00944299999999998,0.03042800000000001
4,17:02:22,1.0,0.05397,0.295303,0.306371,0.574009,0.447043,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:02:22,model.global_round,4,aggregate,server,59.0,0.002134999999999998,0.005888000000000004,0.00616899999999998,0.008178000000000019,0.02237
5,17:03:22,1.0,0.022362,0.296721,0.311771,0.578663,0.453427,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:03:22,model.global_round,5,aggregate,server,60.0,0.0014180000000000303,0.005400000000000016,0.004654000000000047,0.006384000000000001,0.017856000000000094
6,17:04:27,0.983333,0.071513,0.298001,0.314492,0.582236,0.455349,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:04:27,model.global_round,6,aggregate,server,65.0,0.0012800000000000034,0.0027209999999999734,0.0035729999999999373,0.0019219999999999793,0.009495999999999893
7,17:05:25,0.916667,0.213857,0.294084,0.306426,0.571334,0.449697,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:05:25,model.global_round,7,aggregate,server,58.0,0.003917000000000004,0.008066000000000018,0.010901999999999967,0.00565199999999999,0.02853699999999998
8,17:06:24,0.916667,0.150267,0.294375,0.306382,0.567739,0.451358,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:06:24,model.global_round,8,aggregate,server,59.0,0.0002909999999999857,4.399999999998849e-05,0.003595000000000015,0.001660999999999968,0.005590999999999957
9,17:07:23,0.933333,0.155353,0.295022,0.306937,0.568522,0.453153,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:07:23,model.global_round,9,aggregate,server,59.0,0.0006470000000000087,0.0005550000000000277,0.0007829999999999782,0.001794999999999991,0.0037800000000000056
10,17:08:22,0.916667,0.140416,0.295015,0.305937,0.56766,0.457052,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:08:22,model.global_round,10,aggregate,server,59.0,6.999999999979245e-06,0.0010000000000000009,0.0008619999999999184,0.0038990000000000413,0.00576799999999994
11,17:09:22,0.983333,0.097937,0.295105,0.305004,0.56889,0.456252,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:09:22,model.global_round,11,aggregate,server,60.0,8.999999999997899e-05,0.0009330000000000171,0.0012299999999999534,0.0008000000000000229,0.0030529999999999724
12,17:10:21,1.0,0.023597,0.295524,0.307822,0.569186,0.457594,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:10:21,model.global_round,12,aggregate,server,59.0,0.0004190000000000027,0.002817999999999987,0.00029599999999996296,0.0013420000000000099,0.004874999999999963
13,17:11:19,0.95,0.115079,0.296335,0.312209,0.571624,0.459997,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:11:19,model.global_round,13,aggregate,server,58.0,0.0008110000000000062,0.00438700000000003,0.0024380000000000512,0.0024029999999999885,0.010039000000000076
14,17:12:19,1.0,0.02345,0.297015,0.312109,0.573624,0.463054,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:12:19,model.global_round,14,aggregate,server,60.0,0.0006799999999999584,9.999999999998899e-05,0.0020000000000000018,0.003057000000000032,0.005836999999999981
15,17:13:18,0.95,0.113255,0.298014,0.316229,0.575716,0.465515,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:13:18,model.global_round,15,aggregate,server,59.0,0.0009990000000000276,0.004119999999999957,0.0020919999999999828,0.002460999999999991,0.009671999999999958
16,17:14:18,0.983333,0.075394,0.299196,0.318813,0.576541,0.467661,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:14:18,model.global_round,16,aggregate,server,60.0,0.0011820000000000164,0.0025840000000000307,0.0008249999999999647,0.0021459999999999813,0.006736999999999993
17,17:15:19,0.966667,0.119421,0.299876,0.311598,0.578793,0.464925,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:15:19,model.global_round,17,aggregate,server,61.0,0.0006799999999999584,0.007215000000000027,0.0022520000000000318,0.002736000000000016,0.012883000000000033
18,17:16:18,0.966667,0.104582,0.299973,0.308976,0.582522,0.46911,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:16:18,model.global_round,18,aggregate,server,59.0,9.700000000001374e-05,0.002622000000000013,0.0037289999999999823,0.00418500000000005,0.010633000000000059
19,17:17:19,0.95,0.113864,0.300805,0.310299,0.585905,0.474246,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:17:19,model.global_round,19,aggregate,server,61.0,0.0008319999999999994,0.0013230000000000186,0.003383000000000025,0.005135999999999974,0.010674000000000017
20,17:18:19,0.966667,0.151863,0.301179,0.310335,0.587734,0.482371,7,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#7,global_weights_history_6.csv,global_round,2026-04-15 17:18:19,model.global_round,20,aggregate,server,60.0,0.00037399999999998546,3.6000000000036e-05,0.0018289999999999695,0.008124999999999993,0.010363999999999984
1,17:24:02,0.783333,0.801066,0.287752,0.29142,0.543978,0.409817,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:24:02,model.global_round,1,aggregate,server,,,,,,0.0
2,17:24:56,0.966667,0.132952,0.290409,0.29573,0.561473,0.42355,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:24:56,model.global_round,2,aggregate,server,54.0,0.002656999999999965,0.0043099999999999805,0.01749500000000004,0.013732999999999995,0.03819499999999998
3,17:25:56,1.0,0.047946,0.294311,0.306617,0.57031,0.43712,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:25:56,model.global_round,3,aggregate,server,60.0,0.0039020000000000166,0.01088699999999998,0.008836999999999984,0.013570000000000026,0.03719600000000001
4,17:26:55,1.0,0.028006,0.29658,0.312339,0.575282,0.445176,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:26:55,model.global_round,4,aggregate,server,59.0,0.002269000000000021,0.005722000000000005,0.0049719999999999764,0.008056000000000008,0.02101900000000001
5,17:27:58,1.0,0.012422,0.298398,0.316205,0.580295,0.450795,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:27:58,model.global_round,5,aggregate,server,63.0,0.0018179999999999863,0.003866000000000036,0.005013000000000045,0.005618999999999985,0.016316000000000053
6,17:28:57,0.883333,0.375871,0.292446,0.31075,0.563132,0.445566,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:28:57,model.global_round,6,aggregate,server,59.0,0.005952000000000013,0.005454999999999988,0.01716300000000004,0.005228999999999984,0.03379900000000002
7,17:29:56,0.983333,0.093956,0.291059,0.31255,0.5598,0.447362,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:29:56,model.global_round,7,aggregate,server,59.0,0.0013869999999999716,0.0017999999999999683,0.0033320000000000016,0.0017959999999999643,0.008314999999999906
8,17:30:55,0.95,0.10189,0.290891,0.318526,0.561403,0.448508,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:30:55,model.global_round,8,aggregate,server,59.0,0.00016800000000000148,0.005975999999999981,0.001603000000000021,0.0011460000000000359,0.00889300000000004
9,17:31:54,0.95,0.141639,0.292237,0.321099,0.563408,0.451129,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:31:54,model.global_round,9,aggregate,server,59.0,0.0013460000000000139,0.0025730000000000475,0.0020050000000000345,0.0026209999999999845,0.00854500000000008
10,17:32:59,0.916667,0.243116,0.293418,0.317993,0.566637,0.449459,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:32:59,model.global_round,10,aggregate,server,65.0,0.0011809999999999876,0.0031059999999999977,0.0032289999999999264,0.0016700000000000048,0.009185999999999916
11,17:33:59,0.933333,0.153539,0.293342,0.315386,0.567262,0.449883,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:33:59,model.global_round,11,aggregate,server,60.0,7.60000000000205e-05,0.002607000000000026,0.0006250000000000977,0.00042399999999997995,0.003732000000000124
12,17:35:00,0.966667,0.114245,0.293876,0.315533,0.568778,0.452352,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:35:00,model.global_round,12,aggregate,server,61.0,0.0005340000000000344,0.00014700000000000824,0.0015159999999999618,0.002468999999999999,0.0046660000000000035
13,17:36:01,0.9,0.167055,0.294627,0.317603,0.570153,0.456091,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:36:01,model.global_round,13,aggregate,server,61.0,0.0007509999999999462,0.0020700000000000163,0.001375000000000015,0.003739000000000048,0.007935000000000025
14,17:37:03,0.983333,0.062423,0.294816,0.318314,0.564176,0.458749,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:37:03,model.global_round,14,aggregate,server,62.0,0.00018900000000005024,0.0007109999999999617,0.00597700000000001,0.0026579999999999937,0.009535000000000016
15,17:38:02,0.966667,0.094135,0.295274,0.320315,0.563621,0.461755,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:38:02,model.global_round,15,aggregate,server,59.0,0.00045799999999995844,0.0020010000000000305,0.0005549999999999722,0.0030060000000000087,0.00601999999999997
16,17:39:01,0.983333,0.052529,0.29577,0.324809,0.564961,0.465382,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:39:01,model.global_round,16,aggregate,server,59.0,0.0004959999999999964,0.004493999999999998,0.0013400000000000079,0.0036269999999999913,0.009956999999999994
17,17:39:59,1.0,0.013581,0.297151,0.328204,0.567134,0.47023,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:39:59,model.global_round,17,aggregate,server,58.0,0.001381000000000021,0.0033949999999999814,0.0021729999999999805,0.0048479999999999634,0.011796999999999946
18,17:40:58,0.933333,0.123744,0.298412,0.329765,0.567874,0.473574,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:40:58,model.global_round,18,aggregate,server,59.0,0.0012610000000000121,0.001560999999999979,0.0007399999999999629,0.0033440000000000136,0.006905999999999968
19,17:41:57,0.966667,0.107467,0.298662,0.323869,0.570641,0.471167,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:41:57,model.global_round,19,aggregate,server,59.0,0.00024999999999997247,0.005895999999999957,0.002766999999999964,0.0024069999999999925,0.011319999999999886
20,17:42:56,0.95,0.151913,0.299321,0.324661,0.574506,0.473727,8,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#8,global_weights_history_7.csv,global_round,2026-04-15 17:42:56,model.global_round,20,aggregate,server,59.0,0.0006590000000000207,0.0007919999999999594,0.0038650000000000073,0.0025600000000000067,0.007875999999999994
1,17:49:44,0.8,0.558471,0.288657,0.292287,0.54239,0.40808,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:49:44,model.global_round,1,aggregate,server,,,,,,0.0
2,17:50:37,0.966667,0.140777,0.293921,0.29609,0.557061,0.426495,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:50:37,model.global_round,2,aggregate,server,53.0,0.005263999999999991,0.003803000000000001,0.01467099999999999,0.018415000000000015,0.042152999999999996
3,17:51:37,1.0,0.039211,0.297037,0.305357,0.564498,0.439899,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:51:37,model.global_round,3,aggregate,server,60.0,0.0031160000000000077,0.00926699999999997,0.007437000000000027,0.013403999999999971,0.033223999999999976
4,17:52:36,1.0,0.024904,0.298946,0.310883,0.56961,0.447431,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:52:36,model.global_round,4,aggregate,server,59.0,0.001908999999999994,0.005526000000000031,0.005111999999999894,0.007532000000000039,0.020078999999999958
5,17:53:42,0.983333,0.135768,0.29839,0.312233,0.566731,0.452656,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:53:42,model.global_round,5,aggregate,server,66.0,0.0005560000000000009,0.0013499999999999623,0.002878999999999965,0.00522499999999998,0.010009999999999908
6,17:54:40,0.8,0.492693,0.290895,0.300878,0.547329,0.43987,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:54:40,model.global_round,6,aggregate,server,58.0,0.007494999999999974,0.011355000000000004,0.01940200000000003,0.01278600000000002,0.05103800000000003
7,17:55:40,0.883333,0.287913,0.289294,0.300174,0.536179,0.436275,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:55:40,model.global_round,7,aggregate,server,60.0,0.001601000000000019,0.0007039999999999824,0.011149999999999993,0.0035949999999999593,0.017049999999999954
8,17:56:41,0.9,0.256608,0.288525,0.300721,0.532105,0.438657,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:56:41,model.global_round,8,aggregate,server,61.0,0.0007690000000000197,0.0005470000000000197,0.004073999999999911,0.0023819999999999952,0.007771999999999946
9,17:57:40,0.85,0.295224,0.288402,0.296943,0.529922,0.443754,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:57:40,model.global_round,9,aggregate,server,59.0,0.00012299999999998423,0.0037780000000000036,0.002183000000000046,0.005096999999999963,0.011180999999999996
10,17:58:40,0.866667,0.353417,0.289333,0.29048,0.530424,0.450428,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:58:40,model.global_round,10,aggregate,server,60.0,0.0009310000000000151,0.0064629999999999965,0.0005020000000000024,0.006674000000000013,0.014570000000000027
11,17:59:39,0.833333,0.335582,0.2902,0.286114,0.531261,0.45597,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 17:59:39,model.global_round,11,aggregate,server,59.0,0.0008670000000000067,0.0043660000000000365,0.0008369999999999767,0.005541999999999991,0.011612000000000011
12,18:00:38,0.866667,0.269349,0.289665,0.285368,0.525181,0.459408,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:00:38,model.global_round,12,aggregate,server,59.0,0.0005350000000000077,0.0007459999999999689,0.006079999999999974,0.0034379999999999966,0.010798999999999948
13,18:01:38,0.966667,0.116645,0.290641,0.277249,0.52477,0.463548,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:01:38,model.global_round,13,aggregate,server,60.0,0.0009759999999999769,0.008118999999999987,0.0004110000000000502,0.0041400000000000325,0.013646000000000047
14,18:02:37,0.95,0.206365,0.290886,0.275282,0.525133,0.468658,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:02:37,model.global_round,14,aggregate,server,59.0,0.0002449999999999952,0.0019669999999999965,0.0003630000000000022,0.005110000000000003,0.007684999999999997
15,18:03:36,0.966667,0.134026,0.290639,0.277926,0.524851,0.471884,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:03:36,model.global_round,15,aggregate,server,59.0,0.0002469999999999972,0.0026439999999999797,0.00028200000000000447,0.0032260000000000066,0.006398999999999988
16,18:04:35,0.933333,0.176438,0.291462,0.280342,0.52639,0.475408,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:04:35,model.global_round,16,aggregate,server,59.0,0.0008230000000000182,0.0024159999999999737,0.001539000000000068,0.0035239999999999716,0.008302000000000032
17,18:05:34,0.8,0.413783,0.291955,0.276617,0.53046,0.475422,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:05:34,model.global_round,17,aggregate,server,59.0,0.0004930000000000212,0.0037249999999999783,0.004070000000000018,1.4000000000014001e-05,0.008302000000000032
18,18:06:33,0.95,0.180033,0.291353,0.27255,0.531704,0.47425,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:06:33,model.global_round,18,aggregate,server,59.0,0.0006020000000000469,0.004066999999999987,0.0012439999999999118,0.0011720000000000064,0.0070849999999999524
19,18:07:33,0.933333,0.196686,0.290369,0.272433,0.534747,0.472232,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:07:33,model.global_round,19,aggregate,server,60.0,0.0009839999999999849,0.00011700000000003374,0.003043000000000018,0.0020180000000000198,0.006162000000000056
20,18:08:32,0.933333,0.178108,0.290633,0.265012,0.532505,0.474873,9,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#9,global_weights_history_8.csv,global_round,2026-04-15 18:08:32,model.global_round,20,aggregate,server,59.0,0.00026399999999998647,0.007420999999999955,0.0022419999999999662,0.0026410000000000045,0.012567999999999913
1,18:15:59,0.766667,0.716873,0.289522,0.292051,0.540919,0.409526,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:15:59,model.global_round,1,aggregate,server,,,,,,0.0
2,18:16:53,0.966667,0.140104,0.293115,0.296928,0.554844,0.425787,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:16:53,model.global_round,2,aggregate,server,54.0,0.003593000000000013,0.00487700000000002,0.013924999999999965,0.016261000000000025,0.038656000000000024
3,18:17:53,1.0,0.037189,0.297042,0.307292,0.563961,0.441028,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:17:53,model.global_round,3,aggregate,server,60.0,0.003926999999999958,0.010363999999999984,0.009117000000000042,0.015240999999999949,0.03864899999999993
4,18:18:51,1.0,0.016519,0.3001,0.31195,0.571498,0.450025,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:18:51,model.global_round,4,aggregate,server,58.0,0.003058000000000005,0.0046579999999999955,0.007536999999999905,0.008997000000000033,0.02424999999999994
5,18:19:50,1.0,0.015542,0.302098,0.318584,0.576711,0.45525,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:19:50,model.global_round,5,aggregate,server,59.0,0.0019979999999999998,0.006633999999999973,0.005213000000000023,0.00522499999999998,0.019069999999999976
6,18:20:49,1.0,0.009494,0.303174,0.323408,0.579545,0.458393,10,C:\Users\VivoBook\Downloads\microproyecto2\microproyecto 2 porque wtf\src\hfl_v7-RN\Results\#10,global_weights_history_9.csv,global_round,2026-04-15 18:20:49,model.global_round,6,aggregate,server,59.0,0.0010760000000000214,0.004823999999999995,0.002834000000000003,0.003143000000000007,0.011877000000000026
