attempt_id,device_suffix,rounds_seen,avg_accuracy,std_accuracy,avg_loss,std_loss,avg_num_samples,avg_peer_count
2,gateway_A,20.0,0.9433333247900009,0.06155395011677078,0.18735738316318018,0.12630693712188723,60.0,2.0
3,gateway_A,20.0,0.9249999970197678,0.06291528064472786,0.2538406622596085,0.14594120488187493,60.0,2.0
4,gateway_A,20.0,0.936666664481163,0.04932882910648792,0.13567922398433435,0.07041428718446861,60.0,2.0
5,gateway_A,20.0,0.9674999952316284,0.030945741388464107,0.12974791790475135,0.12005574924682785,60.0,2.0
6,gateway_A,20.0,0.8883333280682564,0.0664788954489291,0.2976895647123456,0.19649791163258387,60.0,2.0
7,gateway_A,20.0,0.9174999922513962,0.06465184207440265,0.27052879189141094,0.19872638995801345,60.0,2.0
