attempt_id,rounds_observed,completion_rate,last_accuracy,last_loss,best_accuracy,min_loss,avg_round_duration_sec,p95_round_duration_sec,avg_weight_drift_total_abs
2,20.0,0.6666666666666666,0.95,0.127952,1.0,0.035616,58.63157894736842,60.39999999999999,0.06610229999999997
3,20.0,0.6666666666666666,0.95,0.140719,1.0,0.094782,58.94736842105263,64.1,0.05930464999999998
4,20.0,0.6666666666666666,1.0,0.071088,1.0,0.014089,58.578947368421055,60.39999999999999,0.051690599999999996
5,20.0,0.6666666666666666,1.0,0.024727,1.0,0.016806,58.78947368421053,61.199999999999996,0.04732460000000001
6,20.0,0.6666666666666666,0.95,0.150578,0.983333,0.118967,58.31578947368421,59.099999999999994,0.0507416
7,20.0,0.6666666666666666,1.0,0.03105,1.0,0.03105,58.36842105263158,60.0,0.052257599999999994
