trace_id,attempt_id,global_round,global_timestamp,global_accuracy,global_loss,w3_mag,w4_normal,w4_brute,w4_scan,gateway_A_local_accuracy,gateway_A_local_loss,gateway_A_local_num_samples,gateway_A_local_timestamp,gateway_A_gateway_events,gateway_A_gateway_decrypt_avg_ms,gateway_A_gateway_decrypt_p95_ms,gateway_A_gateway_avg_overhead_bytes,gateway_A_gateway_samples_seen,gateway_A_fog_accuracy,gateway_A_fog_loss,gateway_A_fog_num_samples,gateway_A_fog_peer_count,gateway_A_fog_timestamp,gateway_B_local_accuracy,gateway_B_local_loss,gateway_B_local_num_samples,gateway_B_local_timestamp,gateway_B_gateway_events,gateway_B_gateway_decrypt_avg_ms,gateway_B_gateway_decrypt_p95_ms,gateway_B_gateway_avg_overhead_bytes,gateway_B_gateway_samples_seen,server_rpi_pc_events,server_rpi_pc_avg_ms,server_rpi_pc_p95_ms,server_rpi_pc_avg_overhead_bytes,server_pc_rpi_events,server_pc_rpi_avg_ms,server_pc_rpi_p95_ms,server_pc_rpi_avg_overhead_bytes
attempt:3:round:11,3,11,2026-04-22 18:16:42,0.933333,0.140273,0.269887,0.320669,0.681653,0.392258,0.9333333373069764,0.1749507784843444,30,2026-04-22 18:16:43,35.0,7.33637142857143,36.345099999999995,284.2,30.0,0.9333333373069764,0.1402728371322155,60,2.0,2026-04-22 18:16:43,0.9333333373069764,0.1055948957800865,30,2026-04-22 18:16:42,33.0,6.043969696969698,34.397,223.4848484848485,30.0,1.0,16.988,16.988,1328.0,1.0,11.225,11.225,1274.0
attempt:3:round:12,3,12,2026-04-22 18:17:41,0.95,0.245804,0.280652,0.338806,0.699937,0.410103,0.9666666388511658,0.2313766926527023,30,2026-04-22 18:17:41,36.0,7.13175,35.38175,279.22222222222223,31.0,0.949999988079071,0.2458038255572319,60,2.0,2026-04-22 18:17:41,0.9333333373069764,0.2602309584617615,30,2026-04-22 18:17:41,33.0,6.3877575757575755,34.385999999999996,222.66666666666666,30.0,1.0,13.593,13.593,1324.0,1.0,10.467,10.467,1269.0
attempt:3:round:13,3,13,2026-04-22 18:18:40,0.9,0.225899,0.287898,0.346575,0.711684,0.414186,0.9333333373069764,0.1107759475708007,30,2026-04-22 18:18:40,35.0,7.728514285714286,37.4633,283.54285714285714,30.0,0.9000000059604645,0.2258989512920379,60,2.0,2026-04-22 18:18:40,0.8666666746139526,0.3410219550132751,30,2026-04-22 18:18:40,33.0,5.452727272727273,32.596199999999996,221.96969696969697,30.0,1.0,19.135,19.135,1323.0,1.0,15.304,15.304,1270.0
attempt:3:round:14,3,14,2026-04-22 18:19:38,0.983333,0.094782,0.296862,0.345573,0.707857,0.435242,0.9666666388511658,0.1246628537774086,30,2026-04-22 18:19:38,34.0,7.985235294117647,40.3977,287.9117647058824,29.0,0.9833333194255828,0.0947815515100956,60,2.0,2026-04-22 18:19:38,1.0,0.0649002492427825,30,2026-04-22 18:19:38,33.0,5.7127878787878785,31.789599999999993,222.33333333333334,30.0,1.0,11.942,11.942,1328.0,1.0,10.09,10.09,1270.0
attempt:3:round:15,3,15,2026-04-22 18:20:37,0.95,0.117661,0.296585,0.349326,0.710559,0.437531,0.9333333373069764,0.1679073274135589,30,2026-04-22 18:20:37,35.0,7.063085714285715,34.76619999999999,283.34285714285716,30.0,0.949999988079071,0.1176614537835121,60,2.0,2026-04-22 18:20:37,0.9666666388511658,0.0674155801534652,30,2026-04-22 18:20:36,33.0,5.660424242424242,33.4368,222.8181818181818,30.0,1.0,24.021,24.021,1324.0,1.0,20.514,20.514,1270.0
attempt:3:round:16,3,16,2026-04-22 18:21:35,0.9,0.223285,0.301913,0.356431,0.715372,0.447659,0.8666666746139526,0.2530346810817718,30,2026-04-22 18:21:35,36.0,7.294027777777777,39.05875,278.5,31.0,0.9000000059604645,0.2232853546738624,60,2.0,2026-04-22 18:21:35,0.9333333373069764,0.193536028265953,30,2026-04-22 18:21:35,33.0,6.140333333333334,34.029999999999994,222.66666666666666,30.0,1.0,10.297,10.297,1317.0,1.0,9.974,9.974,1264.0
attempt:3:round:17,3,17,2026-04-22 18:22:34,0.966667,0.119751,0.30936,0.367403,0.723991,0.461537,1.0,0.0453624911606311,30,2026-04-22 18:22:34,35.0,7.19717142857143,32.531099999999995,282.42857142857144,30.0,0.9666666686534882,0.1197512913495302,60,2.0,2026-04-22 18:22:34,0.9333333373069764,0.1941400915384292,30,2026-04-22 18:22:34,33.0,6.138848484848484,33.80299999999999,222.63636363636363,30.0,1.0,11.098,11.098,1324.0,1.0,10.827,10.827,1267.0
attempt:3:round:18,3,18,2026-04-22 18:23:32,0.966667,0.148781,0.316001,0.379603,0.735418,0.476462,1.0,0.0750341713428497,30,2026-04-22 18:23:32,34.0,6.953147058823529,35.5758,287.44117647058823,29.0,0.9666666686534882,0.1487812027335167,60,2.0,2026-04-22 18:23:32,0.9333333373069764,0.2225282341241836,30,2026-04-22 18:23:32,33.0,5.733787878787879,32.415,221.57575757575756,30.0,1.0,11.461,11.461,1319.0,1.0,10.639,10.639,1265.0
attempt:3:round:19,3,19,2026-04-22 18:24:31,0.933333,0.152997,0.32129,0.387593,0.743735,0.485981,0.9666666388511658,0.0837117731571197,30,2026-04-22 18:24:30,36.0,6.701583333333334,34.103750000000005,278.52777777777777,31.0,0.933333307504654,0.152997076511383,60,2.0,2026-04-22 18:24:31,0.8999999761581421,0.2222823798656463,30,2026-04-22 18:24:31,33.0,6.354090909090909,35.85,221.0909090909091,30.0,1.0,27.589,27.589,1323.0,1.0,11.462,11.462,1266.0
attempt:3:round:20,3,20,2026-04-22 18:25:36,0.95,0.140719,0.324974,0.39446,0.750759,0.49567,1.0,0.0415299907326698,30,2026-04-22 18:25:35,34.0,8.059264705882352,36.4944,288.4117647058824,29.0,0.949999988079071,0.1407193578779697,60,2.0,2026-04-22 18:25:36,0.8999999761581421,0.2399087250232696,30,2026-04-22 18:25:29,33.0,9.683242424242424,54.35179999999994,221.84848484848484,30.0,1.0,13.979,13.979,1323.0,1.0,9.98,9.98,1269.0
attempt:4:round:1,4,1,2026-04-22 16:49:13,1.0,0.269986,0.182676,0.29478,0.370276,0.231049,1.0,0.3151843249797821,30,2026-04-22 16:49:13,33.0,6.16309090909091,35.4222,225.21212121212122,30.0,1.0,0.2699859142303467,60,2.0,2026-04-22 16:49:14,1.0,0.2247875034809112,30,2026-04-22 16:49:13,36.0,4.9075,12.02225,182.55555555555554,34.0,1.0,17.98,17.98,1333.0,1.0,16.666,16.666,1284.0
attempt:4:round:2,4,2,2026-04-22 16:50:07,1.0,0.078949,0.209099,0.358788,0.456356,0.283414,1.0,0.0924166962504386,30,2026-04-22 16:50:07,36.0,7.019444444444445,33.373,280.72222222222223,31.0,1.0,0.0789490565657615,60,2.0,2026-04-22 16:50:08,1.0,0.0654814168810844,30,2026-04-22 16:50:07,30.0,6.114766666666667,34.047599999999996,234.76666666666668,27.0,1.0,11.374,11.374,1332.0,1.0,17.436,17.436,1280.0
attempt:4:round:3,4,3,2026-04-22 16:51:11,1.0,0.014089,0.226417,0.416699,0.504621,0.333023,1.0,0.0154309570789337,30,2026-04-22 16:51:11,34.0,8.514823529411764,37.2232,289.8235294117647,29.0,1.0,0.0140887573361396,60,2.0,2026-04-22 16:51:11,1.0,0.0127465575933456,30,2026-04-22 16:51:07,36.0,7.5351944444444445,34.78225,214.88888888888889,33.0,1.0,31.065,31.065,1332.0,1.0,32.998,32.998,1281.0
attempt:4:round:4,4,4,2026-04-22 16:52:09,0.933333,0.105478,0.228195,0.407945,0.484616,0.365719,0.8666666746139526,0.2056837230920791,30,2026-04-22 16:52:10,35.0,9.131314285714286,37.85959999999999,284.77142857142854,30.0,0.9333333373069764,0.1054775309748947,60,2.0,2026-04-22 16:52:10,1.0,0.0052713388577103,30,2026-04-22 16:52:05,33.0,8.06169696969697,36.157399999999996,223.9090909090909,30.0,1.0,10.757,10.757,1331.0,1.0,10.436,10.436,1278.0
attempt:4:round:5,4,5,2026-04-22 16:53:07,0.9,0.213647,0.227657,0.391297,0.481353,0.367117,0.800000011920929,0.4214311838150024,30,2026-04-22 16:53:08,35.0,9.27282857142857,36.18899999999999,284.57142857142856,30.0,0.9000000059604645,0.213647284079343,60,2.0,2026-04-22 16:53:08,1.0,0.0058633843436837,30,2026-04-22 16:53:03,33.0,7.1856363636363625,35.358599999999996,223.45454545454547,30.0,1.0,10.702,10.702,1336.0,1.0,13.267,13.267,1279.0
attempt:4:round:6,4,6,2026-04-22 16:54:06,0.933333,0.153371,0.230899,0.391114,0.493495,0.376323,0.8666666746139526,0.3018900454044342,30,2026-04-22 16:54:06,35.0,9.369485714285714,34.728199999999994,284.37142857142857,30.0,0.9333333373069764,0.1533709119539708,60,2.0,2026-04-22 16:54:06,1.0,0.0048517785035073,30,2026-04-22 16:54:01,33.0,8.558121212121213,37.879799999999996,223.63636363636363,30.0,1.0,30.748,30.748,1329.0,1.0,17.672,17.672,1275.0
attempt:4:round:7,4,7,2026-04-22 16:55:06,0.883333,0.222659,0.237394,0.392253,0.51019,0.379451,0.7666666507720947,0.4415440857410431,30,2026-04-22 16:55:04,35.0,10.128257142857144,59.019699999999936,283.25714285714287,30.0,0.8833333253860474,0.2226592819206416,60,2.0,2026-04-22 16:55:04,1.0,0.0037744781002402,30,2026-04-22 16:55:00,33.0,8.462333333333333,40.653999999999996,224.06060606060606,30.0,1.0,11.564,11.564,1331.0,1.0,11.271,11.271,1278.0
