timestamp,device_name,device_suffix,hostname,run_id,stage,fl_round,num_samples,accuracy,loss,fog_role,buffer_target
2026-04-27 21:20:01,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,0,30,1.0,0.27517661452293396,peer,30
2026-04-27 21:20:45,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,1,30,1.0,0.29732975363731384,peer,30
2026-04-27 21:21:35,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,2,30,1.0,0.03386540710926056,peer,30
2026-04-27 21:22:31,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,3,30,1.0,0.012280578725039959,peer,30
2026-04-27 21:23:21,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,4,30,1.0,0.0068137007765471935,peer,30
2026-04-27 21:24:11,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,5,30,1.0,0.008850469253957272,peer,30
2026-04-27 21:25:01,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,6,30,1.0,0.007975734770298004,peer,30
2026-04-27 21:25:51,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,7,30,1.0,0.00540204020217061,peer,30
2026-04-27 21:26:41,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,8,30,1.0,0.005248291417956352,peer,30
2026-04-27 21:27:31,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,9,30,1.0,0.004458130337297916,peer,30
2026-04-27 21:28:21,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,10,30,1.0,0.003464373527094722,peer,30
2026-04-27 21:29:11,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,11,30,1.0,0.003223434556275606,peer,30
2026-04-27 21:30:01,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,12,30,1.0,0.0025941140484064817,peer,30
2026-04-27 21:30:51,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,13,30,1.0,0.0020600424613803625,peer,30
2026-04-27 21:31:41,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,14,30,1.0,0.001871228450909257,peer,30
2026-04-27 21:32:31,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,15,30,1.0,0.0013057361356914043,peer,30
2026-04-27 21:33:21,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,16,30,1.0,0.0012791006593033671,peer,30
2026-04-27 21:34:11,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,17,30,1.0,0.001425788621418178,peer,30
2026-04-27 21:35:01,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,18,30,1.0,0.0010569252772256732,peer,30
2026-04-27 21:35:51,gateway,gateway_fog_peer,gatewayB,CNN_fog-no_ascon_1,local_train,19,30,1.0,0.0009950411040335894,peer,30
