variant,model,security,topology,attempt_id,device_suffix,rounds_seen,avg_accuracy,std_accuracy,min_accuracy,max_accuracy,avg_loss,std_loss,min_loss,max_loss,avg_num_samples,avg_buffer_target
RN_ASCON_FOG,RN,ASCON,FOG,4,gateway_A,20.0,0.913333323597908,0.07102424967419356,0.7333333492279053,1.0,0.21323907007463272,0.15349501203750285,0.0155565747991204,0.6676241159439087,30.0,30.0
RN_ASCON_FOG,RN,ASCON,FOG,4,gateway_B,20.0,0.9833333313465118,0.06540472583763837,0.699999988079071,1.0,0.05596949105383825,0.17249605145194016,0.0034269052557647,0.8040391206741333,30.0,30.0
RN_ASCON_FOG,RN,ASCON,FOG,5,gateway_A,20.0,0.9133333265781403,0.08717797777687512,0.699999988079071,1.0,0.24420420350506902,0.24543330674791522,0.0180868133902549,0.894588053226471,30.0,30.0
RN_ASCON_FOG,RN,ASCON,FOG,5,gateway_B,20.0,0.9816666662693023,0.05913731351713891,0.7333333492279053,1.0,0.06620095954276618,0.1799229918075309,0.0029422061052173,0.8216639161109924,30.0,30.0
RN_ASCON_FOG,RN,ASCON,FOG,9,gateway_A,20.0,0.9133333206176758,0.06699917482070511,0.7666666507720947,1.0,0.25278965253382923,0.18176907926032831,0.023800428956747,0.7841169238090515,30.0,30.0
RN_ASCON_FOG,RN,ASCON,FOG,9,gateway_B,20.0,0.8816666603088379,0.10978513582411242,0.6000000238418579,1.0,0.27371657378971576,0.23914947626155866,0.0181796066462993,1.081785798072815,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,3,gateway_A,30.0,0.8922222157319387,0.06759538042100582,0.7333333492279053,1.0,0.24573860627909502,0.1478199506909538,0.0200901199132204,0.6607889533042908,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,3,gateway_B,30.0,0.9055555442969004,0.06671294532169096,0.699999988079071,1.0,0.2457059261078636,0.1826738770157949,0.0106034241616725,0.9278846979141236,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,4,gateway_A,20.0,0.8983333259820938,0.07991313976912576,0.6666666865348816,1.0,0.27154132798314096,0.1975068515565913,0.06561841070652,0.8778215050697327,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,4,gateway_B,20.0,0.9800000011920929,0.07333332896232606,0.6666666865348816,1.0,0.06411313943099226,0.1835110426026627,0.0041675637476146,0.8518619537353516,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,5,gateway_A,20.0,0.8983333319425583,0.07851043072036173,0.7333333492279053,1.0,0.2985001913271844,0.23382640450523365,0.0187919232994318,0.9979569911956788,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,5,gateway_B,20.0,0.986666664481163,0.05099019911033522,0.7666666507720947,1.0,0.05247844207333398,0.1478474764622042,0.0030269373673945,0.6872164607048035,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,6,gateway_A,19.0,0.9192982316017151,0.06694310485189271,0.7666666507720947,1.0,0.27697468029433175,0.22020703012952444,0.0108089260756969,0.9114301204681396,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,6,gateway_B,20.0,0.9825396821612403,0.05964537691051199,0.7333333492279053,1.0,0.07657605544885707,0.23838633188193326,0.0029435888864099,1.1237525939941406,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,7,gateway_A,20.0,0.9266666561365128,0.060184904949917524,0.8333333134651184,1.0,0.20664999140426515,0.14415693774896648,0.0125239193439483,0.641818106174469,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,7,gateway_B,20.0,0.9799999982118607,0.05517648915724776,0.7666666507720947,1.0,0.07416470757452767,0.1653079231174914,0.003068552352488,0.7261812686920166,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,8,gateway_A,20.0,0.913333323597908,0.07408703550965579,0.7666666507720947,1.0,0.24705944880843161,0.22589640704090155,0.0105302315205335,0.9223887324333192,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,8,gateway_B,20.0,0.9883333325386048,0.04381146288587703,0.800000011920929,1.0,0.05489003619877618,0.14674117056170857,0.0030825191643089,0.6797438263893127,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,9,gateway_A,20.0,0.9149999916553497,0.07562700684917462,0.7666666507720947,1.0,0.2338074010796845,0.17104552719567584,0.0254339594393968,0.5990232825279236,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,9,gateway_B,20.0,0.9033333331346511,0.0842614905872568,0.7333333492279053,1.0,0.24539258787408472,0.17275616398678584,0.0173258762806653,0.645965576171875,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,10,gateway_A,20.0,0.901666659116745,0.07108289257977424,0.7333333492279053,1.0,0.2481840855209157,0.17729188597249915,0.0046235485933721,0.7262839674949646,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,10,gateway_B,20.0,0.9299999952316285,0.06403124119523022,0.800000011920929,1.0,0.21691448553465303,0.17760043213006096,0.0111335357651114,0.707461953163147,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,11,gateway_A,20.0,0.9816666603088379,0.051071849799667154,0.7666666507720947,1.0,0.06591840793844309,0.14946514780870543,0.0034187291748821,0.6917151212692261,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,11,gateway_B,20.0,0.8699999988079071,0.08089773989387551,0.7333333492279053,1.0,0.30850057750940324,0.23055359643458992,0.0201068837195634,1.1214922666549685,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,12,gateway_A,27.0,0.8999999974455152,0.07559288915747409,0.6666666865348816,1.0,0.23680510268812732,0.16407284104080672,0.0087003838270902,0.6331023573875427,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,12,gateway_B,27.0,0.897619040949004,0.07449756299575856,0.699999988079071,1.0,0.25714791419782806,0.20455873265942273,0.0158762037754058,1.0525293350219729,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,13,gateway_A,20.0,0.9101449147514675,0.07049499265234326,0.7666666507720947,1.0,0.2197570708863761,0.1679910356812584,0.0085627427324652,0.6818260550498962,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,13,gateway_B,20.0,0.9014492682788683,0.06097299651580615,0.800000011920929,1.0,0.2646157406877888,0.16660709090562079,0.0071624363772571,0.8166631460189819,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,14,gateway_A,22.0,0.9173912950184034,0.0827484137347902,0.6666666865348816,1.0,0.22875483091110768,0.18601577762814508,0.0179727282375097,0.6614404916763306,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,14,gateway_B,22.0,0.9115941939146622,0.0752507501033918,0.699999988079071,1.0,0.2529833043480049,0.22721255910863508,0.0082228165119886,1.124006986618042,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,15,gateway_A,23.0,0.8872548972859102,0.0914711642419058,0.6666666865348816,1.0,0.28915299250579934,0.21009959705767473,0.0127582196146249,1.03693687915802,30.0,30.0
RN_ASCON_NoFOG,RN,ASCON,NoFOG,15,gateway_B,22.0,0.8607843097518472,0.10678626082608092,0.5666666626930237,1.0,0.3437038098242791,0.22807153867097646,0.0138180209323763,1.025793433189392,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,2,gateway_A,20.0,0.8483333319425583,0.13269638934749958,0.5333333611488342,1.0,0.3726258301176131,0.2907683846368311,0.0189242865890264,1.0673388242721558,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,2,gateway_B,20.0,0.9816666662693023,0.05913731351713891,0.7333333492279053,1.0,0.0803784020245075,0.20170232083302328,0.003923675045371,0.925343930721283,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,3,gateway_A,20.0,0.896666657924652,0.08875684164060145,0.6666666865348816,1.0,0.2630005383864045,0.22820027340457014,0.0304001830518245,0.9205265045166016,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,3,gateway_B,20.0,0.9216666549444199,0.06171169573874437,0.800000011920929,1.0,0.24561144546605646,0.21351360317899057,0.0073066866025328,0.8816269040107727,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,4,gateway_A,20.0,0.8849999994039536,0.0878603670344388,0.699999988079071,1.0,0.2621036244556308,0.1804766490792896,0.0133437160402536,0.7314664125442505,30.0,30.0
RN_PLAIN_FOG,RN,PLAIN,FOG,4,gateway_B,20.0,0.9833333283662796,0.051099037119804055,0.7666666507720947,1.0,0.05694251856766637,0.15906831933511334,0.0032318043522536,0.7402070760726929,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,16,gateway_A,20.0,0.8316666632890701,0.14277993565963343,0.5,1.0,0.42918690079823135,0.37806866031388586,0.0248885508626699,1.443485975265503,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,16,gateway_B,20.0,0.9849999964237213,0.044064346121494256,0.800000011920929,1.0,0.06357778748497363,0.16090521208798467,0.0040885680355131,0.7540940642356873,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,17,gateway_A,30.0,0.9088888804117838,0.0793180806582991,0.7333333492279053,1.0,0.2323033498910566,0.16112324047650256,0.0123114855960011,0.5030373334884644,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,17,gateway_B,30.0,0.9077777743339539,0.06066503835693043,0.7666666507720947,1.0,0.2315649333720406,0.18675590688440186,0.023674564436078,1.026955485343933,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,18,gateway_A,20.0,0.9216666579246521,0.06260546589295223,0.800000011920929,1.0,0.2723347002174705,0.23539224820167653,0.0104713523760437,0.8253849148750305,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,18,gateway_B,20.0,0.9916666656732559,0.03632416219301599,0.8333333134651184,1.0,0.040832347108516784,0.10670406935122019,0.0032148242462426,0.4998680353164673,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,19,gateway_A,20.0,0.8999999940395356,0.0760116943967153,0.7666666507720947,1.0,0.25953061296604574,0.24254944166524783,0.0120322722941637,1.170776128768921,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,19,gateway_B,20.0,0.9833333313465118,0.05821416137198072,0.7333333492279053,1.0,0.05452774427831171,0.15296829296612213,0.0041766236536204,0.7158491015434265,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,20,gateway_A,20.0,0.909999993443489,0.058783980602292604,0.7666666507720947,1.0,0.2593868453986943,0.1789839320237647,0.0150787141174077,0.6847422122955322,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,20,gateway_B,20.0,0.9849999964237213,0.03869396083391543,0.8333333134651184,1.0,0.06881565059302372,0.14592392331656506,0.0034718348179012,0.5907720923423767,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,21,gateway_A,20.0,0.899999988079071,0.06146362766802768,0.7666666507720947,1.0,0.25269674956798555,0.183422867187701,0.0575680956244468,0.8896997570991516,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,21,gateway_B,19.0,0.9842105256883722,0.05959749779177478,0.7333333492279053,1.0,0.06351383401718184,0.18441780639233446,0.0033912153448909,0.839574933052063,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,22,gateway_A,20.0,0.9083333224058151,0.08019074050961023,0.699999988079071,1.0,0.2777142503298819,0.2811545968646029,0.0170036163181066,1.2560105323791504,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,22,gateway_B,20.0,0.986666664481163,0.04396968526236467,0.800000011920929,1.0,0.05651042492827396,0.16169007687597045,0.0020053451880812,0.7544409036636353,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,23,gateway_A,20.0,0.9016666680574417,0.06706133087239712,0.800000011920929,1.0,0.26571810874156654,0.16229122232569249,0.0102691603824496,0.7078773379325867,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,23,gateway_B,20.0,0.9133333265781403,0.09213516479710888,0.6333333253860474,1.0,0.24976679868996143,0.22580019591152561,0.0258976463228464,0.9727938175201416,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,24,gateway_A,20.0,0.889999994635582,0.09012337435436302,0.6333333253860474,1.0,0.2977291427087039,0.26408696594049896,0.0120640946552157,1.15012788772583,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,24,gateway_B,20.0,0.9033333271741867,0.07881059732980028,0.7333333492279053,1.0,0.2747703484259546,0.1830565448433082,0.0171797163784503,0.659580647945404,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,25,gateway_A,20.0,0.9066666632890701,0.08205688545871583,0.7333333492279053,1.0,0.25916654979810116,0.2393854364079328,0.0183517280966043,0.975787341594696,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,25,gateway_B,20.0,0.9049999922513962,0.06772083206723777,0.7666666507720947,1.0,0.2941664304584265,0.25175982130970925,0.0522254556417465,1.193205714225769,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,26,gateway_A,20.0,0.8983333230018615,0.06538348439620931,0.7666666507720947,1.0,0.30534706758335234,0.22030063791823773,0.0155278593301773,1.0310903787612915,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,26,gateway_B,20.0,0.9049999922513962,0.08251262119110894,0.699999988079071,1.0,0.25148771619424226,0.2004859115685366,0.0138847399502992,0.8721744418144226,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,27,gateway_A,20.0,0.9066666603088379,0.09404490493959189,0.699999988079071,1.0,0.21777066448703403,0.1735189296351884,0.0126074701547622,0.650012195110321,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,27,gateway_B,20.0,0.8799999922513961,0.09273618478356252,0.6333333253860474,1.0,0.26263854717835783,0.1666688149099061,0.0189312640577554,0.6103499531745911,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,28,gateway_A,20.0,0.8999999970197677,0.08366600004123216,0.6666666865348816,1.0,0.2649288414977491,0.19748901293304577,0.0106383357197046,0.8748396039009094,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,28,gateway_B,20.0,0.913333323597908,0.0812403816496649,0.6666666865348816,1.0,0.26242458177730443,0.19596335172205798,0.0235809925943613,0.7621608972549438,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,29,gateway_A,20.0,0.8683333337306977,0.1013656711942725,0.6000000238418579,1.0,0.3639687651768327,0.2890192812479617,0.041761290282011,1.3013054132461548,30.0,30.0
RN_PLAIN_NoFOG,RN,PLAIN,NoFOG,29,gateway_B,20.0,0.8716666579246521,0.11415145319025241,0.5666666626930237,1.0,0.3364658493548632,0.263794714356956,0.0655378550291061,0.9675589203834534,30.0,30.0
