variant,model,security,topology,attempt_id,source_scope,device_suffix,channel,operation,events,avg_ms,median_ms,p95_ms,max_ms,avg_pt_bytes,avg_enc_bytes,avg_overhead_bytes,avg_overhead_ratio_pct,avg_expansion_ratio
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,2,server_transport,Asus,PC->RPi,encrypt,20.0,13.733899999999997,12.778,21.5837,21.806,3552.5,4819.8,1267.3,35.67352574893584,1.3567352574893583
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,2,server_transport,Asus,RPi->PC,decrypt,40.0,14.934875,11.876999999999999,29.367199999999954,48.177,3656.225,4974.2,1317.975,36.04745726566257,1.3604745726566256
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_A,ESP32->RPi,decrypt,601.0,2.9917404326123127,3.695,4.518,5.329,115.02662229617304,231.56239600665558,116.53577371048253,101.71194364392342,2.017119436439234
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_B,ESP32->RPi,decrypt,602.0,3.35906976744186,3.9175,4.509549999999999,5.759,114.83056478405315,231.34551495016612,116.51495016611295,101.8367949931878,2.0183679499318776
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,32.16625,31.969,34.8667,36.115,3557.3,4826.8,1269.5,35.687197303398555,1.3568719730339855
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,32.66405,32.7625,35.373799999999996,35.446,3557.3,4826.8,1269.5,35.687197303398555,1.3568719730339855
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,33.764700000000005,33.795500000000004,37.1186,40.854,3557.3,4826.8,1269.5,35.687197303398555,1.3568719730339855
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,33.63545,33.661500000000004,35.4312,36.366,3557.3,4826.8,1269.5,35.687197303398555,1.3568719730339855
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,36.452000000000005,35.863,41.2596,42.696,3654.95,4956.2,1301.25,35.6024155292049,1.3560241552920491
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,35.273849999999996,35.423,37.10285,37.423,3656.5,4959.0,1302.5,35.62150892434617,1.3562150892434617
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,server_transport,Asus,PC->RPi,encrypt,20.0,12.708249999999998,12.1,17.19525,18.587,3557.3,4826.8,1269.5,35.687197303398555,1.3568719730339855
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,3,server_transport,Asus,RPi->PC,decrypt,40.0,12.3245,11.5395,15.824149999999996,18.003,3655.725,4973.6,1317.875,36.04963696134113,1.3604963696134114
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_A,ESP32->RPi,decrypt,603.0,3.01606135986733,3.688,4.482,9.972,115.17081260364843,231.7927031509121,116.62189054726367,101.56662930399301,2.0156662930399305
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_B,ESP32->RPi,decrypt,604.0,3.3836506622516556,3.984,4.611800000000001,5.809,116.93211920529801,234.20529801324503,117.27317880794702,100.33625196485701,2.00336251964857
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_A,PC->RPi,decrypt,20.0,31.80925,31.558,33.7115,35.488,3552.85,4820.0,1267.15,35.66575741123036,1.3566575741123035
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_B,PC->RPi,decrypt,20.0,70.24114999999999,77.86699999999999,88.14485,91.448,3552.85,4820.0,1267.15,35.66575741123036,1.3566575741123035
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_A,RPi->ESP32,encrypt,20.0,32.9303,32.8,36.2772,36.813,3552.85,4820.0,1267.15,35.66575741123036,1.3566575741123035
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_B,RPi->ESP32,encrypt,20.0,39.9659,35.611000000000004,55.9605,58.174,3552.85,4820.0,1267.15,35.66575741123036,1.3566575741123035
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_A,RPi->PC,encrypt,20.0,36.285999999999994,35.2255,39.77020000000002,63.809,3655.1,4956.6,1301.5,35.607774222540684,1.3560777422254067
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,gateway_transport,gateway_B,RPi->PC,encrypt,20.0,36.15185000000001,35.6005,37.90955,42.537,3648.35,4947.6,1299.25,35.61198840124685,1.3561198840124684
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,server_transport,Asus,PC->RPi,encrypt,20.0,13.838899999999999,12.7945,19.542050000000007,28.891,3552.85,4820.0,1267.15,35.66575741123036,1.3566575741123035
CNN_ASCON_NoFOG,CNN,ASCON,NoFOG,4,server_transport,Asus,RPi->PC,decrypt,40.0,13.089324999999999,11.3275,18.883749999999992,33.046,3651.725,4968.1,1316.375,36.048034558443305,1.360480345584433
