variant,attempt_id,global_round,gateway_a,gateway_b,accuracy_gateway_A,accuracy_gateway_B,accuracy_skew_abs,loss_gateway_A,loss_gateway_B,loss_skew_abs,gateway_train_skew_sec,accuracy_gateway_fog_leader,accuracy_gateway_fog_peer,loss_gateway_fog_leader,loss_gateway_fog_peer,global_accuracy,global_loss
CNN_ASCON_FOG,7,10,gateway_A,gateway_B,1.0,0.8999999761581421,0.10000002384185791,0.1109479591250419,0.2754526734352112,0.16450471431016928,1.0,,,,,0.95,0.1932
CNN_ASCON_FOG,7,11,gateway_A,gateway_B,0.9666666388511658,0.9666666388511658,0.0,0.1479078829288482,0.202505812048912,0.05459792912006378,0.0,,,,,0.966667,0.175207
CNN_ASCON_FOG,7,12,gateway_A,gateway_B,1.0,0.8999999761581421,0.10000002384185791,0.0650764852762222,0.2605984508991241,0.1955219656229019,0.0,,,,,0.95,0.162837
CNN_ASCON_FOG,7,13,gateway_A,gateway_B,1.0,1.0,0.0,0.0415520444512367,0.1128598973155021,0.0713078528642654,0.0,,,,,1.0,0.077206
CNN_ASCON_FOG,7,14,gateway_A,gateway_B,0.9666666388511658,0.9333333373069764,0.03333330154418934,0.1556182205677032,0.1696444451808929,0.014026224613189697,1.0,,,,,0.95,0.162631
CNN_ASCON_FOG,7,15,gateway_A,gateway_B,1.0,0.7666666507720947,0.23333334922790527,0.0682657435536384,0.5035417079925537,0.4352759644389153,0.0,,,,,0.883333,0.285904
CNN_ASCON_FOG,7,16,gateway_A,gateway_B,0.8666666746139526,0.9333333373069764,0.06666666269302379,0.1852273941040039,0.1305444091558456,0.05468298494815832,0.0,,,,,0.9,0.157886
CNN_ASCON_FOG,7,17,gateway_A,gateway_B,1.0,0.9666666388511658,0.03333336114883423,0.0171346757560968,0.1319814771413803,0.11484680138528351,0.0,,,,,0.983333,0.074558
CNN_ASCON_FOG,7,18,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.1078143194317817,0.0799648091197013,0.027849510312080397,0.0,,,,,0.966667,0.09389
CNN_ASCON_FOG,7,19,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.0633999034762382,0.0431024692952632,0.020297434180974995,1.0,,,,,0.983333,0.053251
CNN_ASCON_FOG,7,20,gateway_A,gateway_B,1.0,1.0,0.0,0.0342730470001697,0.0278268530964851,0.006446193903684599,1.0,,,,,1.0,0.03105
CNN_ASCON_NoFOG,1,1,gateway_A,gateway_B,0.699999988079071,0.9666666388511658,0.2666666507720947,0.6839560270309448,0.436668336391449,0.24728769063949585,23.0,,,,,0.833333,0.560312
CNN_ASCON_NoFOG,1,2,gateway_A,gateway_B,0.800000011920929,1.0,0.19999998807907104,0.4973050653934479,0.1724310368299484,0.32487402856349945,39.0,,,,,0.9,0.334868
CNN_ASCON_NoFOG,1,3,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.4162375330924988,0.056517731398344,0.3597198016941548,40.0,,,,,0.95,0.236378
CNN_ASCON_NoFOG,1,4,gateway_A,gateway_B,0.8333333134651184,1.0,0.1666666865348816,0.4603959321975708,0.0290274731814861,0.4313684590160847,40.0,,,,,0.916667,0.244712
