round,time,accuracy,loss,w3_mag,w4_normal,w4_brute,w4_scan
1,17:16:16,1.0,0.0,0.284952,0.394003,0.558097,0.265445
2,17:17:41,1.0,0.0,0.286451,0.399267,0.556407,0.265359
3,17:19:16,1.0,0.0,0.286466,0.399357,0.556398,0.265336
